Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
NAME,X,Y,LABELS,tumor,cell.type,treatment,OE.B.cell,OE.CAF,OE.Endo.,OE.Macrophage,OE.NK,OE.T.CD4,OE.T.CD8,OE.T.cell,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_H07_S571_comb, 18.535105330,-31.503327314,Mel79,Mel79,B.cell,TN, 2.0861026760,-2.281692e-03,-9.797052e-02, 1.645893e-01,-6.925974e-01,-0.4263798540,-0.6805825848,-0.9841375283, 3100,10.670489
cy74_CD45_pos_G04_S748_comb,  3.703224690,-33.605522088,Mel74,Mel74,B.cell,ICR, 1.5267828095,-2.361287e-02,-1.088087e-02, 3.346510e-02,-4.414150e-01,-0.7971700708,-0.8447441628,-0.9882719722, 2720,11.008281
cy74_CD45_pos_B10_S694_comb,-35.774918172,  9.140348440,Mel74,Mel74,T.CD8,ICR,-0.6803584711,-9.082318e-02,-1.426873e-01,-1.972606e-01, 1.137619e+00,-0.6545261027, 0.8156586671, 0.2173924732, 3532,11.090675
cy72_CD45_pos_D04_S904_comb, 11.418207281,-41.183759061,Mel72,Mel72,B.cell,ICR, 1.9409759494,-5.464304e-02,-1.583218e-01, 4.418216e-02,-6.548864e-01,-0.5420759523,-0.7463117507,-0.8013787702, 3531,11.463851
cy94_cd45pos_H07_S187_comb, 21.826019284,-21.406958510,Mel94,Mel94,B.cell,ICR, 1.8600801424,-1.326896e-01,-7.747679e-02,-1.612235e-01,-7.952873e-01, 0.0858478468,-0.6934253526,-0.5528176126, 7033,13.487921
cy82_CD45_pos_3_B08_S20_comb,-34.346852453, -3.734318190,Mel82,Mel82,NK,TN,-0.4680637298,-7.292469e-02,-5.694800e-02,-3.331977e-01, 2.818817e+00,-0.3287459965,-0.2784814410, 0.4198463374, 2724,10.344770
CY89A_CD45_POS_6_A06_S102_comb, 15.352877068,-43.363927554,Mel89,Mel89,B.cell,TN, 1.7846307931, 2.673340e-02,-4.642807e-03, 1.020258e-01,-2.725208e-01,-0.3108107267,-0.5166977510,-0.7939839795, 2272,10.672530
Cy74_CD45_C07_S415_comb, 30.509127956, 13.202788263,Mel74,Mel74,Macrophage,ICR,-0.3987362525, 5.110888e-02, 1.188525e-02, 1.536391e+00,-4.243346e-01,-0.6166194698,-1.1238579529,-1.2298060716, 2779,11.965726
cy94_cd45pos_B10_S118_comb, 11.688421955,-36.842533140,Mel94,Mel94,B.cell,ICR, 1.9725113770, 2.061640e-02, 1.773353e-02, 3.002623e-02,-5.326161e-01,-0.6314406101,-0.6601111807,-0.7400640089, 3985,11.777180
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B04_S976_comb, 33.652180626, -9.844999297,Mel60,Mel60,T.cell,ICR, 0.3560361679,-6.684484e-04,-1.291161e-01,-5.536314e-02,-6.865959e-01,-0.6895569092,-0.6990889126,-1.2303347973, 2877,11.090019
cy60_1_cd_45_pos_4_G11_S83_comb,  3.378239545,-33.859172000,Mel60,Mel60,B.cell,ICR, 1.7886965194, 1.742274e-02,-7.614987e-03, 2.586239e-02,-6.029304e-01,-0.4023332566,-0.4927408898,-0.7183227231, 2607,11.038914
cy94_cd45pos_4_C07_S31_comb,-10.178253861,-22.819224380,Mel94,Mel94,T.CD4,ICR, 0.3413463676, 4.280811e-02, 1.839003e-02,-1.615512e-01,-3.349676e-01, 1.1084097220,-0.2827070497, 0.3677877030, 2190,10.443163
cy60_1_cd_45_pos_3_A07_S295_comb,-36.364949431,-10.143954244,Mel60,Mel60,NK,ICR,-0.5409681157,-1.163627e-01,-6.250344e-02,-4.330117e-01, 2.612888e+00,-0.9369460692,-0.7766725296,-0.1732202490, 3917,11.675639
cy72_CD45_pos_G01_S937_comb, 27.452807164,-19.707758162,Mel72,Mel72,B.cell,ICR, 1.2090142751,-2.639827e-01,-2.778677e-01,-3.324713e-01,-9.350851e-01,-1.4532499755,-1.2822916076,-1.6463359341, 6144,11.882839
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D03_S519_comb,  9.662779777,-37.023562131,Mel79,Mel79,B.cell,TN, 1.6476536325,-8.535469e-02,-9.788770e-02,-8.719358e-02,-7.627990e-01,-0.5980268992,-0.7322361392,-1.0029974643, 2401, 9.704488
CY89A_CD45_POS_10_E06_S246_comb, 13.816053821, 24.474955121,Mel89,Mel89,Macrophage,TN,-0.5374789544,-4.246337e-02,-1.427377e-01, 1.116678e+00,-8.257168e-01,-0.9833956644,-1.3889001119,-1.5943338680, 8263,11.503723
Cy72_CD45_G08_S752_comb,  1.316576239,-38.880121001,Mel72,Mel72,B.cell,ICR, 0.9652142076,-8.381102e-03,-1.389533e-02, 1.047657e-01,-3.569110e-01,-0.5582450311,-0.5451837792,-0.6788878610, 3244,12.162277
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_D07_S523_comb, 16.404972262,-29.772793641,Mel79,Mel79,B.cell,TN, 1.7839107289,-2.514115e-02,-1.553406e-01, 3.416329e-02,-4.300580e-01,-0.3360559014,-0.7685888323,-0.8812762892, 2102, 9.267854
cy80_Cd45_pos_Pd1_neg_S292_E04_S292_comb,  8.746089771,-30.464294547,Mel80,Mel80,B.cell,TN, 2.0537990010,-6.285475e-02,-9.466307e-02, 2.092606e-02,-8.229382e-01,-0.8075614619,-0.8709597106,-0.7343206649, 3642,11.352498
cy84_Met_CD45_pos_A02_S866_comb,  0.913953506,-39.210502782,Mel84,Mel84,B.cell,TN, 1.4239637145,-5.565291e-03, 3.998785e-02,-6.710142e-02,-3.323676e-01,-0.0896995221,-0.4958993751,-0.7005054595, 2538,11.652226
cy80_Cd45_pos_Pd1_neg_S199_A07_S199_comb, 10.414577518,-42.526502543,Mel80,Mel80,B.cell,TN, 1.8961548865,-3.939291e-02,-8.152449e-02,-1.539294e-01,-3.388967e-01,-0.4081920637,-0.6295731293,-0.8828093519, 3399,11.327692
Cy72_CD45_D02_S710_comb, 11.237402132,-28.564112224,Mel72,Mel72,B.cell,ICR, 1.6374968287,-9.580961e-02,-1.324702e-01,-9.821631e-02,-6.092701e-01,-0.6674631678,-0.7089336989,-0.8969336032, 4063,12.409809
cy94_cd45pos_D03_S135_comb, 22.608191495,-20.621348219,Mel94,Mel94,B.cell,ICR, 1.7905499105,-1.279393e-01,-8.940923e-02,-2.780777e-01,-8.473128e-01,-0.3426168245,-0.3087937354,-0.4274290448, 7210,13.581748
cy60_1_cd_45_pos_4_C07_S31_comb,-36.679932268, -9.610664797,Mel60,Mel60,NK,ICR,-0.3999142857,-4.198034e-02,-1.529940e-01,-3.116931e-01, 2.627366e+00,-0.8279608097,-0.6295678360, 0.5217455719, 3277,11.074467
CY89A_Core_15_E06_S54_comb,  8.510426103,-33.041316925,Mel89,Mel89,B.cell,TN, 1.6245933416,-8.351708e-03,-3.961772e-02, 1.345776e-01,-3.666109e-01,-0.3515029490,-0.3699783115,-0.9725797822, 2233,10.321869
cy53_1_CD45_pos_2_A11_S971_comb, 25.429229066,-10.613897914,Mel53,Mel53,Macrophage,TN, 0.7128047243,-1.313669e-01,-5.067759e-02, 4.045547e-01,-5.676537e-01,-1.1194900583,-1.1356904475,-1.3351009555, 5560,12.409870
CY89A_Core_15_B08_S20_comb, 16.274090872,-32.254702760,Mel89,Mel89,B.cell,TN, 2.0028711488,-4.911936e-02,-7.532456e-03, 6.406328e-02,-5.680508e-01,-0.5706558080,-0.3942445180,-1.0575253571, 3363,11.641283
cy94_cd45neg_cd90pos_F10_S358_comb, 36.503143668,  2.218197441,Mel94,Mel94,CAF,ICR,-0.3958742351, 6.323439e-01, 3.218440e-02,-2.111378e-01,-9.285782e-01, 0.0561844323,-0.8392286630,-1.1042756662, 7074,12.988089
CY89A_CD45_POS_6_H10_S190_comb, 29.742067208, 13.741166887,Mel89,Mel89,Macrophage,TN,-0.4914605226, 4.111717e-02, 4.108640e-02, 1.935503e+00,-6.544955e-01,-0.7407857615,-1.1065449653,-1.3932509521, 3105,10.983121
CY88CD45_150813_C07_S319_comb,  5.756867950,-27.676436765,Mel88,Mel88,B.cell,ICR, 1.2295962985, 1.386266e-02,-1.050071e-01, 1.039548e-01,-5.265998e-01,-0.4790702432,-0.9770752062,-0.7826940316, 3789,12.240363
cy94_cd45neg_cd90pos_A08_S296_comb, 38.530988281,  1.100290713,Mel94,Mel94,CAF,ICR,-0.3837094847, 1.335952e+00, 1.436826e-01,-2.394611e-01,-5.963174e-01,-0.7401317539,-1.0845462991,-1.2516765285, 6035,13.142264
cy72_CD45_pos_D12_S912_comb,  5.561711852,-33.865612902,Mel72,Mel72,B.cell,ICR, 1.6610335943,-8.193547e-02,-7.501316e-02, 1.080561e-02,-8.380656e-01,-0.4705843018,-0.8049317697,-1.0328726052, 3615,11.142673
CY89A_CD45_POS_6_G12_S180_comb, 11.817365130,-34.812411423,Mel89,Mel89,B.cell,TN, 1.9021177867,-6.002311e-02,-5.407939e-02, 6.387218e-02,-6.644501e-01,-0.3958334075,-0.3856235142,-0.6982518828, 3349,11.720346
cy60_1_cd_45_pos_4_G09_S81_comb, 11.942476893,-34.724717810,Mel60,Mel60,B.cell,ICR, 1.9784531037,-6.655737e-02,-1.040364e-01, 1.941673e-02,-5.234549e-01,-0.6862489232,-0.4690672250,-0.9690476326, 3352,11.464050
cy94_cd45pos_G07_S175_comb, 21.964288877, 12.007528187,Mel94,Mel94,Macrophage,ICR,-0.4310504808,-1.968753e-01,-1.584196e-01, 1.174097e+00,-1.179344e+00,-0.3660917428,-1.4042188031,-1.2398030912, 6304,12.722363
cy58_1_CD45_pos_C05_S605_comb,  6.980726180,-40.367882607,Mel58,Mel58,B.cell,ICR, 1.0057910936,-5.231060e-03,-9.389462e-02, 2.306115e-01,-6.439671e-01,-0.5094506307,-0.7485502834,-0.9082001123, 3555,11.147815
CY89A_Core_15_G09_S81_comb, 26.046397510, 14.287702684,Mel89,Mel89,Macrophage,TN,-0.4836143859, 1.773132e-02,-1.057201e-01, 1.839527e+00,-7.788679e-01,-0.7356732484,-1.1270673231,-1.5234135903, 3994,12.045511
cy94_cd45pos_4_C08_S32_comb, 18.857827822,-21.968883789,Mel94,Mel94,B.cell,ICR, 1.4364776261,-1.166829e-01,-8.179861e-02,-1.920082e-01, 4.589860e-01, 0.4687345378,-0.1902409657, 0.2341836346, 5027,12.165865
CY88CD45POS_2_H08_S476_comb,  0.953908850, 11.088744145,Mel88,Mel88,T.cell,ICR, 0.2792261413, 9.855716e-02, 5.485486e-02, 2.451392e-01, 8.062115e-02,-0.3270281471,-0.3464715416,-0.5112995554, 2802,11.674602
Cy80_II_CD45_C03_S891_comb, 57.753567460,  4.362345299,Mel80,Mel80,Endothelial.cell,TN,-0.4686525779,-2.555040e-02, 1.601683e+00,-3.007151e-01,-6.326537e-01,-0.9250628851,-1.0352589050,-1.4123868606, 4165,11.920169
cy94_cd45pos_4_E03_S51_comb, -9.618652989,-20.362298193,Mel94,Mel94,T.cell,ICR,-0.0081097515,-1.140991e-02,-6.247842e-02,-1.274442e-01,-3.143216e-02, 0.9190146651,-0.2179857983,-0.0408673848, 3949,12.686828
CY94CD45POS_1_H12_S192_comb, -2.708664048,-14.434535985,Mel94,Mel94,T.cell,ICR, 0.4136695069, 5.934294e-02, 1.275307e-01,-1.225463e-01,-3.476269e-01, 0.2235944589,-0.2236990866,-0.3026723389, 2344,10.847860
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C10_S514_comb, 14.420089606,-41.459173636,Mel79,Mel79,B.cell,TN, 2.0048702294,-6.400839e-02,-3.276669e-02,-9.360708e-02,-4.129980e-01,-0.3122056065,-0.6809205614,-1.0079645104, 3659,11.222239
cy80_CD_90_pos_E05_S917_comb, 36.903613064,  3.893242037,Mel80,Mel80,CAF,TN,-1.3382523689, 1.540864e+00,-1.873641e-01,-5.334090e-01,-1.242004e+00,-1.5052205951,-1.9762562691,-2.4811809086, 8542,12.011705
cy94_cd45pos_D11_S143_comb, 24.654791415,-29.918345476,Mel94,Mel94,B.cell,ICR, 2.0069822860,-1.099052e-01,-8.396115e-02,-4.851094e-03,-4.789534e-01,-0.4618927942,-0.4663281705,-0.6764350724, 7117,13.390798
CY84_PRIM_POS_ALL_6_A11_S395_comb, 30.817146666, 13.070755184,Mel84,Mel84,Macrophage,TN,-0.3693542524, 8.441186e-02,-1.773699e-02, 1.638698e+00,-2.122539e-01,-0.0701290763,-0.6545973484,-0.8635393970, 3990,13.374391
CY89A_Core_15_F06_S66_comb, 31.196901118,-11.114577641,Mel89,Mel89,B.cell,TN, 0.5357380392,-1.074147e-01,-1.727401e-01, 4.268521e-02,-9.504321e-01,-1.0039509393,-1.2333971422,-1.5258036166, 4559,11.553789
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B11_S983_comb,  3.019589227,-35.668399931,Mel60,Mel60,B.cell,ICR, 1.7807547007,-3.324480e-02,-3.242499e-02, 1.235788e-01,-6.318919e-01,-0.7324253041,-0.4266956682,-0.8344760255, 2841,11.020496
Cy72_CD45_E09_S729_comb,  3.675610876,-37.125156343,Mel72,Mel72,B.cell,ICR, 1.3360374443,-1.862924e-02,-4.397938e-02,-1.185631e-01,-2.910235e-01,-0.2127966995,-0.6703357913,-0.6397403656, 3619,12.238487
cy72_CD45_pos_G04_S940_comb,  8.514578600,-40.673917646,Mel72,Mel72,B.cell,ICR, 1.7873030238,-2.862165e-02,-5.466354e-02,-5.110744e-02,-7.538370e-01,-0.3470257838,-0.8633143856,-1.0493280881, 3942,11.644129
CY88CD45POS_2_G11_S467_comb,-14.946056365,-18.086114258,Mel88,Mel88,T.cell,ICR,-0.0725956383, 1.286095e-01, 7.059531e-02,-1.609509e-02, 5.851925e-02,-0.0758137162,-0.1866830959,-0.1809581487, 2163,10.953645
cy72_CD45_pos_E02_S914_comb, 10.109298177,-36.928506615,Mel72,Mel72,B.cell,ICR, 1.5667935243,-5.411588e-02,-1.253804e-01, 1.899859e-01,-7.623704e-01,-0.7979099247,-0.6550666488,-0.9595468421, 4134,11.891793
cy79_p3_CD45_pos_PD1_neg_C10_S130_comb, 13.081734661,-38.189738777,Mel79,Mel79,B.cell,TN, 1.8153720723,-2.614701e-03,-8.275135e-02,-2.265240e-02,-4.409361e-01,-0.8410088667,-0.7511963255,-0.8273631378, 4089,12.608483
cy84_Met_CD45_pos_F10_S934_comb,-33.711994413,  5.214558902,Mel84,Mel84,T.CD8,TN,-0.4779112006,-5.287343e-02, 2.946359e-02,-2.538198e-01, 1.202130e+00, 0.1301394679, 0.4173906394, 0.3208102431, 2373,11.046085
cy60_1_cd_45_pos_3_D02_S326_comb, 16.022993433,-28.259063402,Mel60,Mel60,B.cell,ICR, 1.2187331753,-1.026724e-01,-1.037196e-02,-8.710351e-05,-8.301814e-01,-0.7900291547,-0.8642766388,-0.8192492703, 3593,11.529133
cy79_p3_CD45_pos_PD1_neg_F08_S164_comb, 11.848016090,-40.987458761,Mel79,Mel79,B.cell,TN, 1.8114760297,-5.388768e-02,-2.886301e-02,-1.369151e-01,-3.999538e-01,-0.4550714148,-0.6538182304,-0.9707296250, 3213,11.189492
CY94CD45POS_1_C06_S126_comb, 16.941993768,-28.169568236,Mel94,Mel94,B.cell,ICR, 1.9792477074,-7.622179e-02, 5.728088e-02, 4.373050e-02,-7.917774e-01,-0.4036317097,-0.5331332006,-0.8486371749, 4268,11.828641
CY88CD45POS_2_H10_S478_comb, 31.015715805, -9.539782986,Mel88,Mel88,T.cell,ICR, 0.6286708034, 1.410924e-01, 6.988121e-02,-1.080344e-02,-2.074931e-02,-0.2614938572,-0.2262486367,-0.5989202669, 2388,11.969996
cy88_cd_45_pos_F05_S449_comb, 31.201720125,-10.526956042,Mel88,Mel88,T.cell,ICR, 0.5433066605, 4.280626e-02,-1.331008e-01,-8.701108e-02,-6.971043e-01,-0.5497018553,-0.7803120095,-1.0011198207, 3434,11.440903
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_B10_S502_comb, 18.494737779,-40.894022661,Mel79,Mel79,B.cell,TN, 1.9047698397,-7.451172e-02,-2.073610e-02, 7.615593e-02,-7.783719e-01,-0.5692864395,-0.7803824792,-0.9166206695, 2873,10.368573
Cy81_Bulk_CD45_E09_S153_comb,  6.173800226, 21.241793020,Mel81,Mel81,CAF,TN,-0.2695974157, 2.650094e-01, 1.073540e-01,-1.496700e-01,-4.393959e-01,-0.5110307758,-0.5738073146,-0.9537857476, 3138,12.321774
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G02_S1034_comb, 26.142080159, 12.849134156,Mel60,Mel60,Macrophage,ICR,-0.3491679015, 7.160833e-02, 1.514112e-03, 1.117049e+00,-5.128423e-01,-0.8917021714,-0.9991808016,-1.1285109536, 2465,12.343336
Cy81_FNA_CD45_F12_S264_comb,  1.889710276,-34.665959718,Mel81,Mel81,B.cell,TN, 1.4141877952, 7.736085e-02,-4.125196e-02, 1.784937e-01,-3.083030e-01,-0.3540535533,-0.1206433445,-0.4597196431, 2858,12.589149
cy88_cd_45_pos_3_F05_S641_comb,-35.500975225, -6.103750471,Mel88,Mel88,NK,ICR,-0.7115186715,-2.283225e-02,-2.197169e-02,-3.346236e-01, 2.007452e+00,-0.6770263906,-0.3254172705, 0.1726448139, 2854,10.083891
cy94_cd45pos_F11_S167_comb, 20.515590863,-32.510328304,Mel94,Mel94,B.cell,ICR, 2.4219689173,-7.275378e-02,-1.807417e-02, 3.857723e-02,-8.835193e-01,-0.8563832587,-0.9158780500,-1.0802903999, 5308,13.084686
cy53_1_CD45_pos_2_D09_S1005_comb, 24.623598919, 18.554445808,Mel53,Mel53,Macrophage,TN,-0.3124290433,-1.184378e-01,-7.306921e-02, 1.720672e+00,-6.561080e-01,-0.5719981694,-1.1513100209,-1.1203757915, 5516,12.408070
CY84_PRIM_POS_ALL_7_F11_S263_comb, 11.087439870, 23.770994074,Mel84,Mel84,Endothelial.cell,TN,-1.1007560937,-2.177457e-01, 4.836061e-01, 9.851379e-01,-1.043357e+00,-1.3819767188,-1.7484477802,-1.9796060526,10913,13.006205
CY89A_CD45_POS_6_F07_S163_comb,  6.207783239,-42.641226516,Mel89,Mel89,B.cell,TN, 1.3919265306, 3.796999e-02,-3.580520e-02, 3.235398e-02,-2.924720e-01,-0.2921306612,-0.5690871517,-0.9371132381, 3145,11.666865
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C08_S512_comb, 23.642049497,-30.963966962,Mel79,Mel79,B.cell,TN, 1.5999638212,-1.055411e-01,-4.361582e-02,-5.756402e-02,-6.451755e-01,-0.5217392678,-1.1634833312,-1.2728195047, 2789,10.408707
CY94CD45POS_1_A10_S106_comb, 19.156619831,-37.724764436,Mel94,Mel94,B.cell,ICR, 2.0210684466, 1.400524e-02, 3.336621e-02, 7.371156e-02,-6.072653e-01,-0.2633320612,-0.3554462078,-0.6411355663, 2097,10.341258
CY89A_CD45_POS_6_D01_S133_comb,  7.256429024,-42.106697641,Mel89,Mel89,B.cell,TN, 1.5952479619,-8.773628e-03,-7.867017e-03,-4.216561e-02,-4.070616e-01,-0.5018027276,-0.5458305846,-0.8939116435, 2451,10.722077
cy84_Primary_CD45_pos_D02_S422_comb,  3.057842866,-35.425709616,Mel84,Mel84,B.cell,TN, 1.8991412852,-7.457072e-02,-3.301300e-02, 1.299431e-01,-4.986362e-01,-0.4505821834,-0.3648874588,-0.8743383961, 3578,11.591006
CY88CD45_150813_C06_S318_comb,-20.295905300, -4.402709856,Mel88,Mel88,CAF,ICR,-0.1135344589, 8.928521e-02, 7.209680e-03, 3.844091e-02, 5.091676e-01,-0.2745280845, 0.1523303468,-0.1383031184, 2232,10.739392
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_E05_S533_comb, 18.100030149,-28.296760056,Mel79,Mel79,B.cell,TN, 1.7004326090,-9.792397e-03,-1.721602e-02,-1.064603e-01,-7.196998e-01,-0.7431286560,-1.0625200304,-0.9719682591, 2498, 9.731334
CY89A_CD45_POS_6_C12_S132_comb,  1.264185575,-38.855474141,Mel89,Mel89,B.cell,TN, 1.6876480774, 1.573627e-02,-4.913593e-02,-1.085866e-02,-1.967881e-01,-0.3083107624,-0.4109200740,-0.8670911366, 2902,11.665741
cy84_Primary_CD45_pos_A03_S387_comb, 18.740832490,-37.859102182,Mel84,Mel84,B.cell,TN, 2.7520578260,-7.422790e-02,-9.541396e-03, 1.225168e-01,-8.399627e-01,-0.3859684380,-0.5282431039,-0.5773546699, 4284,12.158824
CY89A_CD45_POS_6_D08_S140_comb,  8.457217065,-43.878607062,Mel89,Mel89,B.cell,TN, 1.8466896450,-1.147167e-02, 1.853506e-02, 1.944588e-02,-2.041945e-01,-0.2629685591,-0.2950916379,-0.4974958455, 2657,10.925093
cy84_Primary_CD45_pos_C09_S417_comb, 10.121303288,-37.020850264,Mel84,Mel84,B.cell,TN, 2.1212542948,-6.952992e-02, 1.339868e-02, 4.246966e-02,-4.516145e-01,-0.5859185291,-0.4252952624,-0.6541408835, 3570,11.523064
CY94CD45POS_1_E05_S149_comb, 14.098445720,-41.246038279,Mel94,Mel94,B.cell,ICR, 2.4573692405,-3.486306e-02,-1.179333e-02,-3.522676e-02,-5.818739e-01,-0.5184149402,-0.5377874908,-0.9477337194, 4229,12.542781
CY88CD45POS_7_F03_S255_comb,  2.660130213, 11.594878918,Mel88,Mel88,T.CD8,ICR,-0.1632294969, 6.111219e-02, 4.757543e-02,-1.305563e-01,-3.238142e-01, 0.7354524960, 0.0337429348, 0.4222422306, 3053,11.436800
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G11_S563_comb, 19.204660158,-24.231331575,Mel79,Mel79,B.cell,TN, 2.2357889511,-1.059281e-01,-4.240310e-02,-1.159604e-02,-6.641562e-01,-0.2892071607,-0.9288363820,-0.8655006718, 3324,10.753510
cy82_CD45_pos_3_G11_S83_comb, 33.005578614, -9.873169767,Mel82,Mel82,T.cell,TN, 0.3905998867, 9.391915e-02,-4.150197e-02,-2.053144e-01,-6.852854e-01,-0.6993165659,-0.8283967955,-0.9926544750, 2432, 9.545526
cy88_cd_45_pos_D01_S421_comb,-36.178366563, -7.138014946,Mel88,Mel88,NK,ICR,-0.3058978098, 4.760729e-02,-5.617812e-02,-1.199755e-01, 2.842385e+00,-0.5929493868,-0.6796729847, 0.0866674243, 2035,10.188403
CY94CD45POS_1_F12_S168_comb, 18.944980119,-18.932281990,Mel94,Mel94,B.cell,ICR, 0.8039435383,-1.270676e-01,-1.079691e-01,-1.892550e-01,-6.996095e-01, 0.4723511280,-0.5010155705,-0.1456090842, 5691,12.122289
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E02_S1010_comb, 15.642328343,-32.743343697,Mel60,Mel60,B.cell,ICR, 2.2104331949,-8.693262e-02, 8.463597e-02,-3.564957e-02,-6.793115e-01,-0.6117470618,-0.5901154046,-1.1037792170, 3232,11.312485
Cy74_CD45_B02_S398_comb, 10.268678889,-30.279404748,Mel74,Mel74,B.cell,ICR, 1.4254318469, 3.300963e-02,-4.750936e-02,-2.542161e-02,-4.113978e-01,-0.3949846102,-0.4998046001,-0.6215846201, 2477,11.436390
cy94_cd45pos_H08_S188_comb, 15.369817752, -8.416919531,Mel94,Mel94,T.CD8,ICR,-0.1183818376, 8.054913e-03,-8.761057e-02,-1.435036e-01,-1.915080e-01, 0.8523671898,-0.2998935995, 0.2025833273, 4392,12.753280
cy53_1_CD45_pos_2_H09_S1053_comb,-40.703083498,-10.685149609,Mel53,Mel53,T.CD8,TN,-0.6715171004,-6.488909e-02,-1.924650e-02,-2.309624e-01, 2.362530e+00,-0.9292572143,-0.8402363242, 0.4575280268, 5080,12.358476
CY89A_Core_15_A04_S4_comb,  5.663740661,-30.923595640,Mel89,Mel89,B.cell,TN, 1.6944257986,-9.952694e-03,-1.918772e-02, 1.307880e-01,-3.533243e-01,-0.5181927188,-0.6556302247,-0.9974329374, 2601,10.655564
cy94_cd45pos_4_G12_S84_comb, -0.266036187,-22.839862643,Mel94,Mel94,T.CD4,ICR,-0.0697281745,-6.262293e-02,-4.573112e-02,-3.057044e-01,-2.405278e-01, 1.6069854466,-0.4622793638, 0.3238303299, 4611,12.783163
cy60_1_cd_45_pos_3_B02_S302_comb, 33.329591139,-10.130538563,Mel60,Mel60,T.cell,ICR, 0.2005387062, 2.018011e-02,-1.137764e-01,-2.367471e-01,-6.520978e-01,-0.7017631277,-0.9254109589,-1.4649398476, 3168,11.391729
cy84_Primary_CD45_pos_B05_S401_comb,  7.498164233,-40.939436254,Mel84,Mel84,B.cell,TN, 2.3721302142, 1.091963e-01, 9.296899e-02, 5.042990e-02,-2.083301e-01,-0.1819616656,-0.3065404674,-0.6619966603, 2079, 9.969369
CY94CD45POS_1_F09_S165_comb,  4.862108831,-35.504850707,Mel94,Mel94,B.cell,ICR, 1.8867527680,-7.455289e-03,-4.175235e-02, 9.173539e-02,-5.558926e-01,-0.3833284315,-0.5327590286,-0.6439986264, 3119,11.286777
cy84_Primary_CD45_pos_E10_S442_comb, 12.785143659,-29.461922429,Mel84,Mel84,B.cell,TN, 1.7568170490,-1.193225e-01,-4.143548e-02, 2.171059e-01,-3.568656e-01,-0.7033910486,-0.7758235098,-1.0543214875, 4624,12.482241
cy80_Cd45_pos_Pd1_neg_S372_H12_S372_comb, 24.533727990,-19.417459806,Mel80,Mel80,B.cell,TN, 1.3209940680,-2.604600e-01,-1.879158e-01,-1.931139e-01,-4.171215e-01, 0.0548561621,-0.8098439032,-0.4070576075,12018,13.699532
CY94CD45POS_1_H04_S184_comb, 31.378492271,-11.779805639,Mel94,Mel94,B.cell,ICR, 1.3747389442, 1.756694e-02,-4.318923e-02,-4.209129e-03,-4.645457e-01,-0.3486790232,-0.5467563132,-0.7569262713, 5441,12.697091
CY88CD45POS_2_H09_S477_comb, 23.341700257, 28.607403035,Mel88,Mel88,Macrophage,ICR,-0.5465618455, 2.702588e-02,-2.225875e-02, 1.584428e+00,-6.580208e-01,-0.6398962617,-1.3255728462,-1.5661423491, 5755,13.193792
cy94_cd45neg_cd90pos_E04_S340_comb,  8.220758549,-33.127012480,Mel94,Mel94,B.cell,ICR, 1.7141517151,-2.740881e-02,-7.728230e-02, 1.794190e-01,-3.691713e-01,-0.1622359106,-0.4179163938,-1.0097413673, 4986,12.958269
CY94CD45POS_1_H06_S186_comb, 17.085166250,-27.363065158,Mel94,Mel94,B.cell,ICR, 1.8518707599,-2.029504e-01,-5.866091e-02,-1.179913e-01,-7.734958e-01, 0.2256340010,-0.8411975718,-0.3765030101, 5915,12.354398
CY89A_CD45_POS_10_A03_S195_comb, 25.062157584,-10.643574452,Mel89,Mel89,Macrophage,TN, 0.4817934590, 3.798381e-02,-7.194143e-02, 4.621009e-01,-5.778000e-01,-0.8879976757,-1.1420079699,-1.1406170340, 4296,11.426845
cy53_1_CD45_neg_E03_S339_comb, 58.887791868,  2.816277128,Mel53,Mel53,Endothelial.cell,TN,-0.8071163975,-2.793106e-01, 2.214451e+00,-3.463845e-01,-7.593160e-01,-0.9865947694,-1.2050267714,-1.6136308408, 2713, 9.538132
cy94_cd45pos_4_G03_S75_comb, 12.346114337,-37.187828639,Mel94,Mel94,B.cell,ICR, 1.7874684696,-5.405254e-02,-2.350489e-02, 6.767179e-02,-3.748379e-01,-0.6403416294,-0.5883062972,-0.8761518335, 4977,13.713769
