Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17
NAME,X,Y,LABELS,tumor,cell.type,treatment,OE.B.cell,OE.CAF,OE.Endo.,OE.Macrophage,OE.NK,OE.T.CD4,OE.T.CD8,OE.T.cell,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
cy60_1_cd_45_pos_3_A06_S294_comb,  3.823863759,-33.311539424,Mel60,Mel60,B.cell,ICR, 1.8476977563,-2.289167e-02,-4.312070e-02,-7.561648e-02,-5.721470e-01,-0.2568723748,-0.5466793286,-0.5113866058, 2437,10.503258
CY88CD45POS_2_B09_S405_comb, 16.220640287,-27.759914247,Mel88,Mel88,B.cell,ICR, 1.5231167545,-1.212905e-01,-1.525371e-01, 3.732274e-01,-8.643857e-01,-0.6472562490,-0.8743214462,-1.2545069282, 5074,13.630179
CY89A_CD45_POS_10_B06_S210_comb,  5.353306730,-26.684944553,Mel89,Mel89,B.cell,TN, 0.6820106179, 5.847303e-02,-7.309093e-03, 2.760183e-02,-6.922926e-01,-0.6665551630,-0.8664465065,-1.1100731767, 3330,11.254142
CY89FNA_C09_S225_comb,  7.914585555,-30.594688009,Mel89,Mel89,B.cell,TN, 1.9535846280,-1.633197e-02,-1.358609e-01, 1.872608e-02,-4.093530e-01,-0.4818069593,-0.5909781141,-1.0125145364, 3227,11.736741
cy84_Primary_CD45_pos_C07_S415_comb,-36.668055362, -9.620306008,Mel84,Mel84,NK,TN,-0.4197637885,-4.898713e-02,-1.413829e-01,-3.433652e-01, 2.593085e+00,-0.8464776626,-0.6622781479, 0.4696673325, 4019,11.887780
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C06_S510_comb, 17.064059238,-26.081377528,Mel79,Mel79,B.cell,TN, 1.6163130352,-4.292937e-02, 1.221235e-02, 6.265532e-02,-7.122805e-01,-0.6688312013,-0.8801623527,-0.9631361087, 3007,10.514421
CY84_PRIM_POS_ALL_6_C05_S413_comb, 24.456493738, 22.015702395,Mel84,Mel84,Macrophage,TN,-0.5956345238,-1.451770e-01, 1.387476e-02, 1.819981e+00,-7.063368e-01,-0.8950726440,-1.0294547178,-1.2658493448, 5617,13.392755
cy60_1_cd_45_pos_3_G07_S367_comb, 31.165492467, -9.982264004,Mel60,Mel60,T.cell,ICR, 0.1486734567, 1.247402e-02,-8.636354e-02,-3.593560e-02,-8.398492e-01,-0.7231700737,-0.7752648778,-1.2918947758, 3606,11.869641
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H02_S1046_comb, 15.522917003,-36.380693215,Mel60,Mel60,B.cell,ICR, 2.4692136296,-3.171977e-02, 4.220344e-02, 1.405495e-02,-5.032425e-01,-0.4476668896,-0.4350066594,-0.9950076746, 2259,10.775617
cy78_CD45_neg_3_G01_S745_comb, 37.369872108,  1.491981015,Mel78,Mel78,CAF,ICR,-0.5819061850, 1.001517e+00, 8.349993e-03,-2.189463e-01,-4.614970e-01,-0.8184039029,-1.0890067941,-1.4476530229, 4013,10.985005
cy82_CD45_pos_3_B12_S24_comb, 22.432026658, 16.709832120,Mel82,Mel82,Macrophage,TN,-0.5730561879,-1.820091e-01,-7.822648e-02, 2.132694e+00,-1.197220e+00,-0.7337350396,-1.5652712691,-1.6186725083, 5659,11.498979
cy94_cd45neg_cd90pos_D03_S327_comb, 59.369315317,  3.739051431,Mel94,Mel94,Endothelial.cell,ICR,-0.3223842156,-1.010565e-01, 1.741262e+00,-2.758687e-01,-1.739364e-01,-0.7448930008,-0.5815706988,-0.9334221758, 4315,12.612993
cy80_Cd45_pos_Pd1_neg_S343_G07_S343_comb, 17.039413722,-32.952576942,Mel80,Mel80,B.cell,TN, 2.2621918146,-8.093544e-02,-8.888242e-02, 4.492811e-02,-7.620506e-01,-0.3902971745,-0.6039738193,-0.9001845227, 3417,10.786614
CY88CD45POS_2_D02_S422_comb,-16.244671085,-17.345571963,Mel88,Mel88,T.CD4,ICR, 0.1187251107, 1.125488e-01, 1.125109e-01, 1.211681e-01,-9.650553e-02,-0.1897757381,-0.3640511659,-0.6356375120, 2224,12.188280
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_C04_S508_comb, 18.793763994,-38.827116640,Mel79,Mel79,B.cell,TN, 2.1367023242,-8.595685e-02,-1.495353e-02,-6.159211e-03,-4.405098e-01,-0.3559168620,-0.6966145618,-0.7792070132, 2887,10.261686
CY84_PRIM_POS_ALL_6_C10_S418_comb, 25.333596921, 18.743347530,Mel84,Mel84,Macrophage,TN,-0.4561343275,-4.096585e-03, 6.080609e-02, 1.751384e+00,-3.686363e-01,-0.4208906946,-1.0590449624,-1.0720702273, 4048,11.970217
cy60_1_cd_45_pos_3_H06_S378_comb, 10.129811240,-31.613526566,Mel60,Mel60,B.cell,ICR, 2.1418403291,-7.725976e-02,-4.329418e-02, 8.481176e-02,-4.160636e-01,-0.5166879031,-0.4032653306,-0.7132393939, 2658,10.866566
cy79_p3_CD45_pos_PD1_neg_B11_S119_comb,  6.886124611,-42.752323321,Mel79,Mel79,B.cell,TN, 1.3275867864,-2.519021e-02, 1.320574e-02, 2.769278e-02,-3.923034e-01,-0.4459275010,-0.5627685434,-0.8157187933, 2219,10.503175
cy79_p3_CD45_pos_PD1_neg_A09_S105_comb, 23.325033754,-31.006758122,Mel79,Mel79,B.cell,TN, 2.0295502075,-6.733231e-02, 8.872547e-03, 2.573420e-02,-4.778872e-01,-0.4935567480,-0.9459197889,-1.0458638143, 2947,11.118504
CY89COREQ1_D04_S328_comb, 25.803732369, 13.932699354,Mel89,Mel89,Macrophage,TN,-0.2866876211,-7.599463e-02,-9.242207e-02, 1.923273e+00,-6.842461e-01,-0.6237459703,-1.2758392517,-1.2560467375, 4580,12.134625
CY94CD45POS_1_E09_S153_comb, 18.094100766,-40.564060983,Mel94,Mel94,B.cell,ICR, 1.8977846857, 4.861966e-03,-4.773961e-02, 4.068260e-02,-3.427500e-01,-0.6039072245,-0.7273984045,-0.8822440084, 3346,11.799337
cy80_CD45_pos_PD1_pos_A04_S100_comb, 24.159473261,-24.851906697,Mel80,Mel80,B.cell,TN, 1.8037088612,-5.507451e-02,-9.843687e-02, 1.830659e-01,-8.531694e-01,-0.7226411058,-1.1016103853,-1.1846269043, 5308,12.412412
cy80_Cd45_pos_Pd1_neg_S271_D07_S271_comb, 17.462449653,-29.001925423,Mel80,Mel80,B.cell,TN, 2.0140564106,-7.105807e-02,-7.923802e-02, 8.088791e-02,-8.612539e-01,-0.4300968723,-0.7956033014,-1.0303086490, 3750,11.242284
cy80_Cd45_pos_Pd1_neg_S273_D09_S273_comb,  4.099197293,-34.951203085,Mel80,Mel80,B.cell,TN, 1.9816967698,-7.170697e-02,-9.516413e-02,-1.309406e-02,-4.376153e-01,-0.4995931984,-0.5030831812,-0.5594919476, 3664,11.472541
cy72_CD45_pos_H08_S956_comb,-36.388083502,-10.027987905,Mel72,Mel72,NK,ICR,-0.8938061048,-1.611535e-01,-1.768358e-01,-4.067456e-01, 2.229109e+00,-0.6847736164,-0.7052120354,-0.4240803729, 5014,11.722878
Cy72_CD45_G11_S755_comb, 15.997572389,-26.277808285,Mel72,Mel72,B.cell,ICR, 1.5675186951,-1.771588e-02,-1.407081e-01,-2.276596e-01,-6.892073e-01,-0.8271296740,-0.6794537774,-1.1231243722, 4020,12.297795
cy94_cd45pos_G01_S169_comb,  2.369771810,-35.806630881,Mel94,Mel94,B.cell,ICR, 1.5465017566,-1.110903e-02,-8.901483e-02, 4.833567e-02,-5.025098e-01,-0.5182324371,-0.5824333895,-0.7859238822, 3373,11.713030
cy94_cd45pos_4_G10_S82_comb, 25.130959258, 13.416354712,Mel94,Mel94,Macrophage,ICR,-0.2242106257,-8.737636e-02, 4.653146e-02, 1.717082e+00,-9.032220e-01,-0.6480262946,-1.2737009896,-1.2662020554, 6208,13.506613
cy94_cd45pos_H01_S181_comb, 24.765468931,-22.348342794,Mel94,Mel94,B.cell,ICR, 1.4986631586,-9.921036e-02,-7.692288e-02, 2.519264e-01,-7.149639e-01,-0.8416682046,-1.4010981341,-1.1898700639, 7392,13.599494
cy60_1_cd_45_pos_4_B06_S18_comb,-34.119574903, -6.641578880,Mel60,Mel60,NK,ICR,-0.3073762888,-1.125925e-01,-1.070944e-01,-2.485562e-01, 2.470070e+00,-0.3772003789,-0.7548648198, 0.0163609136, 3458,11.141949
cy53_1_CD45_neg_F09_S357_comb, 37.070218392,  2.330234113,Mel53,Mel53,CAF,TN,-0.8047923528, 1.398663e+00,-1.703235e-01,-4.745317e-01,-8.653048e-01,-1.1807481812,-1.1557244619,-1.8351921022, 2699,12.054790
CY88CD45_150813_E05_S341_comb, 19.979732514,-31.374448279,Mel88,Mel88,B.cell,ICR, 2.0532802456,-8.615684e-02,-1.110653e-01, 5.924855e-02,-4.900976e-01,-0.8701267384,-0.8888352755,-0.9959150441, 5114,13.622863
cy80_Cd45_pos_Pd1_neg_S269_D05_S269_comb, 11.690592820,-42.895402069,Mel80,Mel80,B.cell,TN, 2.1309709246,-5.956641e-02,-8.531510e-02,-1.038406e-01,-7.096681e-01,-0.6790361235,-0.8978778760,-1.0179145371, 3411,10.950403
cy60_1_cd_45_pos_4_H08_S92_comb, 26.013445321,-21.596408337,Mel60,Mel60,B.cell,ICR, 1.1272709502,-1.313237e-01,-1.215779e-01,-1.536497e-01,-1.074847e+00,-1.0019749334,-1.2272674958,-1.4701202095, 5111,12.058871
cy79_p3_CD45_pos_PD1_neg_G02_S170_comb, 21.868437942,-27.377111414,Mel79,Mel79,B.cell,TN, 1.3112380828,-1.178802e-01,-6.690196e-02,-4.707953e-02,-5.878786e-01, 0.3935663345,-0.5087855345,-0.3259255775, 6060,13.017276
cy94_cd45pos_A03_S99_comb,  4.039750885,-14.804827103,Mel94,Mel94,T.CD8,ICR,-0.1235909001,-7.270714e-03,-2.464172e-02,-2.236415e-01,-7.318017e-02, 0.9533353407,-0.3544102307, 0.4907375294, 3727,12.593041
cy84_Primary_CD45_pos_G09_S465_comb, 11.058990620,-34.040548319,Mel84,Mel84,B.cell,TN, 1.9540123445,-5.679852e-02,-1.148248e-01, 2.034266e-02,-5.522716e-01,-0.6978049584,-0.4123479441,-0.9603867527, 4089,12.266038
CY89COREQ1_E07_S343_comb, 14.826375518,-38.598461044,Mel89,Mel89,B.cell,TN, 1.5192476721,-5.727804e-02,-4.382965e-02,-2.271679e-02,-4.541810e-01,-0.3629939850,-0.4044063754,-0.5938278764, 3510,11.548794
cy80_Cd45_pos_Pd1_neg_S365_H05_S365_comb,-31.117510474, -4.591935413,Mel80,Mel80,T.cell,TN,-0.7289952425,-1.320019e-01,-7.500879e-02,-4.047766e-01, 1.001955e+00,-0.7137829772,-0.5161560612, 0.3516094492, 4689,11.614606
CY84_PRIM_POS_ALL_8_H07_S187_comb, 30.043192463, 15.934494786,Mel84,Mel84,Macrophage,TN,-0.3953709769,-5.607178e-02,-3.496682e-02, 2.227084e+00,-7.104307e-01,-0.4329403106,-0.9374506788,-1.3950864335, 3873,11.984353
cy84_Primary_CD45_pos_H01_S469_comb, 10.348649366,-32.061444594,Mel84,Mel84,B.cell,TN, 1.9340805073, 4.682403e-03,-1.282874e-02, 1.267980e-02,-3.351485e-01,-0.5524338371,-0.7869649969,-0.9348902449, 4072,12.247714
CY94CD45POS_1_C02_S122_comb, 22.721474182,-23.729620248,Mel94,Mel94,B.cell,ICR, 1.1999859439,-1.526214e-01,-1.581411e-01, 1.054942e+00,-1.227353e+00,-0.9113254384,-1.3744895664,-1.5039821171, 6778,13.178466
cy79_p1_CD45_pos_PD1_neg_AS_C1_R2_G10_S562_comb, 17.874929412,-41.862501081,Mel79,Mel79,B.cell,TN, 1.5559453083,-2.589646e-02,-1.135950e-01,-5.099682e-02,-4.367882e-01,-0.4385447632,-0.7923746966,-0.9081247924, 2619,10.051520
cy80_CD_90_pos_D03_S903_comb, 36.745442757,  2.223348136,Mel80,Mel80,CAF,TN,-0.9664456165, 1.514650e+00,-1.646619e-01,-4.271345e-01,-9.218811e-01,-1.2646405481,-1.2622392386,-2.0925447141, 3535, 9.119430
cy53_1_CD45_pos_2_G09_S1041_comb,-41.527225275,-11.098920476,Mel53,Mel53,NK,TN,-0.8050999484,-1.483432e-02,-4.829076e-03,-1.837731e-01, 3.589509e+00,-0.9205043679,-1.0088695775, 0.0805796744, 2804, 9.926569
CY88CD45POS_2_D04_S424_comb, 26.614186284, 28.617318397,Mel88,Mel88,Macrophage,ICR,-0.2525313416,-4.212414e-02,-1.004911e-01, 1.085278e+00,-4.142716e-01,-0.5278565778,-1.0350735266,-1.1539051516, 4827,12.394600
cy53_1_CD45_pos_1_E01_S49_comb, 24.923879187,-10.736792701,Mel53,Mel53,Macrophage,TN, 0.4647931357,-1.259476e-01, 1.892040e-02, 4.193451e-01,-4.355629e-01,-0.7627595437,-1.4687033574,-1.3977212308, 4559,11.323217
CY89A_CD45_POS_6_A02_S98_comb, 16.562657402,-35.850605323,Mel89,Mel89,B.cell,TN, 2.4442526232,-6.888046e-03,-5.082251e-02, 1.063025e-01,-3.649652e-01,-0.0738553249,-0.4385203918,-0.6589147160, 2290,10.591698
CY89COREQ1_B06_S306_comb, 22.173713693,-32.956711229,Mel89,Mel89,B.cell,TN, 1.7709272449,-7.271044e-02,-6.672709e-03,-3.992266e-02,-7.525015e-01,-0.6305345755,-0.7629336988,-0.9048668887, 3837,11.642215
cy84_Met_CD45_pos_B04_S880_comb,-30.106639166,  4.916709867,Mel84,Mel84,T.CD8,TN,-0.4898869900, 9.616403e-03, 4.395158e-02,-1.730967e-01, 7.065996e-01, 0.1343896846, 0.3826879451, 1.2143066737, 2631,11.745251
CY84_PRIM_POS_ALL_6_G08_S464_comb, 24.556700040, 22.171277202,Mel84,Mel84,Macrophage,TN,-0.5534128574,-8.559035e-02,-6.927789e-02, 1.892468e+00,-1.045970e+00,-0.6971691753,-1.4364471014,-1.4385260574, 3994,11.397571
cy94_cd45pos_4_D04_S40_comb, 15.504848147,-22.563710491,Mel94,Mel94,B.cell,ICR, 1.4140718199,-1.088117e-01,-1.075797e-01,-4.237086e-02,-3.836849e-01,-0.2958108577,-0.0495419941,-0.1215438698, 5774,13.691544
cy60_1_cd_45_pos_3_A10_S298_comb,  0.077039136,-37.658246735,Mel60,Mel60,B.cell,ICR, 0.7703357496, 7.430090e-02, 3.265085e-02, 1.623643e-01, 8.572167e-02,-0.2919802183,-0.1552603095,-0.4100095591, 2178,11.110251
cy79_p3_CD45_pos_PD1_neg_G03_S171_comb,  1.889696912,-37.570957025,Mel79,Mel79,B.cell,TN, 1.1772078459, 1.016681e-01,-1.486934e-02,-4.399081e-02,-1.193890e-01,-0.3062707403,-0.4146744805,-0.7049060022, 2070, 9.873595
cy72_CD45_pos_D09_S909_comb, 22.368601549, 15.119998402,Mel72,Mel72,Macrophage,ICR, 0.3311570928,-2.507423e-01,-1.675503e-01, 1.761319e+00,-1.273870e+00,-0.9864337553,-1.3273373640,-1.7039598080, 7587,12.581209
cy72_CD45_pos_B01_S877_comb, 18.385008129,-26.398344565,Mel72,Mel72,B.cell,ICR, 1.1427728021,-1.100780e-01,-9.646934e-02, 3.689414e-02,-9.780168e-01,-0.5851829369,-0.7551085884,-1.4523135372, 3646,10.493522
cy80_Cd45_pos_Pd1_neg_S341_G05_S341_comb, 31.317688472,-11.348159262,Mel80,Mel80,B.cell,TN, 1.1161229522,-1.380683e-01,-1.442911e-01,-1.678323e-01,-9.681961e-01,-0.6674237642,-0.8419554061,-1.0822212257, 6264,10.967163
cy74_CD45_pos_A08_S680_comb,  9.359688574,-28.995798548,Mel74,Mel74,B.cell,ICR, 1.7112644278, 1.340374e-02,-5.463149e-02, 4.872501e-02,-6.905151e-01,-0.6930465183,-0.9466588772,-0.9071375032, 3727,12.142382
cy60_1_cd_45_pos_3_D04_S328_comb, 13.848263943,-37.289395483,Mel60,Mel60,B.cell,ICR, 2.2845827067,-5.636244e-02,-6.989255e-02, 1.369468e-01,-3.017395e-01,-0.5484590533,-0.4517196973,-0.7967457746, 2861,10.795014
cy79_p3_CD45_pos_PD1_neg_G09_S177_comb, 18.930648367,-36.659978655,Mel79,Mel79,B.cell,TN, 1.9761690172,-4.813376e-02,-6.727889e-02, 7.846147e-02,-6.271413e-01,-0.5496773821,-0.6048479155,-0.7889072121, 3759,11.808903
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C09_S993_comb,  7.837573620,-31.794606081,Mel60,Mel60,B.cell,ICR, 2.0570692040,-3.876240e-02,-8.467466e-02, 9.265180e-03,-2.148217e-01,-0.4980900124,-0.3690646351,-0.6303237761, 2306,10.435585
CY89COREQ1_H01_S373_comb, 16.695414270,-36.237428263,Mel89,Mel89,B.cell,TN, 2.2540744295, 1.321718e-02, 3.748304e-03, 1.057872e-02,-5.786848e-01,-0.3918600779,-0.2118271041,-0.6711972944, 2573,10.590340
cy72_CD45_pos_E10_S922_comb, 12.389676190,-38.832069049,Mel72,Mel72,B.cell,ICR, 1.6177123950,-2.317792e-02,-4.506496e-02, 9.342550e-02,-4.860036e-01,-0.1898436011,-0.7779214059,-1.0346337573, 2420,10.097161
CY88CD45POS_7_F02_S254_comb,  6.939216381,-27.639160384,Mel88,Mel88,B.cell,ICR, 1.9165845267,-5.973452e-02,-4.829228e-02,-8.178164e-02,-3.577484e-01,-0.7097360709,-0.5849979840,-0.7429843261, 3949,11.642453
CY89NEG_B06_S18_comb, 36.413956006,  1.547306803,Mel89,Mel89,CAF,TN,-0.5692942115, 8.867865e-01, 1.899850e-01,-2.151698e-01,-5.108177e-01,-0.7521255050,-0.9994659585,-1.3900164111, 3347,11.290069
cy80_Cd45_pos_Pd1_neg_S200_A08_S200_comb,  5.388497862,-36.596247052,Mel80,Mel80,B.cell,TN, 1.6948739387,-6.685073e-02,-8.370965e-02,-5.989358e-02,-6.933991e-01,-0.6392666270,-0.4405230536,-0.8899078592, 4196,12.101495
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H11_S1055_comb, 11.566483698,-34.401838682,Mel60,Mel60,B.cell,ICR, 1.7430148901,-7.588842e-02,-5.234616e-02, 6.525295e-02,-5.423136e-01,-0.2162318071,-0.7761019102,-0.9098467221, 3715,11.019236
CY58_1_CD45_A05_S965_comb,-35.380843304, -8.915429450,Mel58,Mel58,T.cell,ICR,-0.7167388899,-6.726791e-02,-7.390542e-02,-3.012692e-01, 2.123270e+00,-0.9184000596,-0.8357220740,-0.2653495848, 3539,11.787477
CY84_PRIM_POS_ALL_7_H06_S282_comb, 24.299312035, 21.487150318,Mel84,Mel84,Macrophage,TN,-0.5607176993, 3.754553e-02, 6.702499e-03, 2.133053e+00,-7.896446e-01,-0.5736991359,-1.2106315688,-1.4466402062, 4214,12.390725
cy84_Primary_CD45_pos_A11_S395_comb, 17.849866515,-33.097625602,Mel84,Mel84,B.cell,TN, 2.4239307346,-8.159203e-02,-8.906344e-02, 3.815580e-02,-6.973742e-01,-0.6647319624,-0.5119988266,-0.9547333462, 4043,11.912366
cy60_1_cd_45_pos_3_D09_S333_comb,  6.720969092,-10.912424075,Mel60,Mel60,T.CD4,ICR,-0.2724038367,-3.330626e-03, 3.438981e-02,-2.027258e-01,-9.338614e-02, 1.0744978267,-0.7370077103, 0.2765293666, 2824,11.000465
cy81_Bulk_CD45_neg_E03_S147_comb, 59.689506474,  4.826172166,Mel81,Mel81,Endothelial.cell,TN,-0.7517322576,-4.044119e-03, 1.343932e+00,-1.760786e-01,-7.911467e-01,-0.9242915862,-1.1302681378,-1.6622847578, 3588,13.447402
CY89A_CD45_POS_6_H09_S189_comb,  8.227135904,-30.496939939,Mel89,Mel89,B.cell,TN, 1.7175073539,-3.296790e-02, 1.509120e-02,-7.038375e-02,-1.737233e-01,-0.5003332562,-0.4863395326,-0.6172156989, 3016,10.516807
cy74_CD45_pos_G10_S754_comb, 30.839555103, 13.471098511,Mel74,Mel74,Macrophage,ICR,-0.4630896535,-3.234813e-02, 5.910158e-05, 1.634311e+00,-5.695082e-01,-0.8346343759,-1.0453073572,-1.4149002616, 3503,11.869438
cy72_CD45_pos_F02_S926_comb, 19.574366391,-25.042292972,Mel72,Mel72,B.cell,ICR, 1.5482591560,-5.047022e-02,-6.011067e-03, 8.523265e-02,-7.850390e-01,-0.3916864911,-1.1409983181,-0.8180849638, 3126,11.050795
cy94_cd45neg_cd90pos_B03_S303_comb, 23.208273114,-27.874480812,Mel94,Mel94,B.cell,ICR, 2.2477995181,-1.899943e-02,-1.011075e-01,-1.222357e-01,-9.845606e-01,-0.5238467933,-0.8401720349,-1.0058948913, 4982,11.911587
CY94CD45POS_1_E06_S150_comb, 20.258672262,-20.203449390,Mel94,Mel94,B.cell,ICR, 0.7970749412,-1.091905e-01,-9.435357e-02,-2.231546e-01,-5.285870e-01, 0.5532074732,-0.7074309421, 0.0275832457, 5948,12.837355
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F08_S1028_comb, 26.669796860, 12.927079528,Mel60,Mel60,Macrophage,ICR,-0.4976772043, 1.063781e-02,-8.856555e-02, 1.110532e+00,-7.392527e-01,-0.9950159115,-0.9778789472,-1.4156156329, 2841,11.362172
cy53_1_CD45_pos_1_A03_S3_comb, 23.435742364, 15.786063355,Mel53,Mel53,Macrophage,TN,-0.5513402953,-3.778194e-02,-1.166200e-01, 1.835243e+00,-8.681234e-01,-0.8412115815,-1.3714961517,-1.5708773373, 6018,13.109073
cy79_p3_CD45_pos_PD1_neg_G06_S174_comb, 23.235301331,-35.169764536,Mel79,Mel79,B.cell,TN, 2.1403880186,-8.147205e-02,-9.010196e-02, 7.214842e-03,-6.931616e-01,-0.5571190466,-0.8592958125,-0.9763684300, 4505,12.260575
cy80_CD_90_pos_B06_S882_comb, 36.859491809,  3.818797577,Mel80,Mel80,CAF,TN,-1.4483245068, 1.436720e+00,-3.069494e-01,-6.438478e-01,-1.348618e+00,-1.6561825855,-1.9286038393,-2.5137969257, 7929,12.038512
cy94_cd45pos_4_H01_S85_comb, 25.516513393,-10.513708590,Mel94,Mel94,Macrophage,ICR, 0.5149141180,-7.497142e-02,-1.319634e-01, 7.248908e-01,-4.487739e-01,-0.8075142778,-0.9003721046,-1.0397827165, 5363,12.867001
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B03_S975_comb, 16.504680035,-39.197664585,Mel60,Mel60,B.cell,ICR, 1.7613731111,-2.575035e-02,-7.796264e-02,-4.435744e-02,-2.440211e-01,-0.7475253291,-0.7778110863,-0.8616843542, 2928,11.505024
cy94_cd45neg_cd90pos_H08_S380_comb, 38.345203556,  1.096638242,Mel94,Mel94,CAF,ICR,-0.2633330437, 1.272894e+00,-4.070165e-02, 1.527326e-01,-4.146841e-01,-0.4694575148,-0.7837973436,-0.9619233977, 3718,11.761791
cy53_1_CD45_neg_B04_S304_comb, 39.991617752,  0.679553299,Mel53,Mel53,CAF,TN,-0.7356717491, 2.445293e+00,-8.583508e-02,-2.899495e-01,-8.724519e-01,-0.8475216640,-1.2027786977,-1.6295406640, 4128,10.920998
cy94_cd45pos_4_B12_S24_comb,  0.335187691,-37.597428958,Mel94,Mel94,B.cell,ICR, 0.8128021038, 3.833376e-02,-1.158964e-02, 1.698287e-01,-2.687760e-01,-0.0732708501,-0.3320047987,-0.7268414316, 2552,12.201141
cy94_cd45neg_cd90pos_F02_S350_comb, 57.765484545,  4.290983685,Mel94,Mel94,Endothelial.cell,ICR,-0.8146517677,-7.295409e-02, 1.809809e+00,-3.105391e-01,-7.806298e-01,-0.9626815848,-1.1700746696,-1.5265937479, 6008,13.531543
Cy74_CD45_A06_S390_comb, 28.908528813, 15.306326356,Mel74,Mel74,Macrophage,ICR,-0.5243287135, 9.299874e-02, 5.288051e-03, 1.444446e+00,-5.325879e-01,-0.8560856763,-1.1916118200,-1.3228627017, 2494,11.493845
cy84_Primary_CD45_pos_D01_S421_comb, 27.202772080,-22.003621418,Mel84,Mel84,B.cell,TN, 1.8618918770,-8.058057e-02,-8.522497e-02,-1.958490e-01,-8.145195e-01,-0.9952364899,-1.1805802729,-1.3014146178, 4239,12.194015
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C04_S988_comb,  9.995700624,-30.397425532,Mel60,Mel60,B.cell,ICR, 1.6790480820,-5.093618e-02, 4.466335e-04, 6.202847e-02,-3.485368e-01,-0.4240226444,-0.3674383944,-0.7337239999, 2931,10.944894
cy88_cd_45_pos_F02_S446_comb,-35.211250335, -8.509432811,Mel88,Mel88,NK,ICR,-0.4035491190,-1.177475e-01,-3.966989e-02,-3.757212e-01, 2.847465e+00,-0.4729319172,-0.6547564356,-0.1914002736, 3281,11.089485
cy80_Cd45_pos_Pd1_neg_S346_G10_S346_comb, 24.580474567,-30.207600335,Mel80,Mel80,B.cell,TN, 2.2696986815,-1.581988e-01,-5.984059e-02,-4.276306e-02,-9.869547e-01,-0.7850765059,-0.8465900262,-1.2514968672, 5134,11.347001
cy94_cd45pos_D10_S142_comb, 22.427049897,-20.084898013,Mel94,Mel94,B.cell,ICR, 1.5688128457,-2.234849e-01,-2.208001e-02,-1.752106e-01,-5.398783e-01,-0.0613605902,-0.5694533637,-0.3679084843, 7274,12.767735
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B02_S974_comb, 14.280228202,-31.420434735,Mel60,Mel60,B.cell,ICR, 2.3153154739,-1.501856e-02,-6.743327e-02,-3.734919e-02,-4.988817e-01,-0.2985957886,-0.2532592773,-0.8339199583, 2834,10.674336
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_G08_S1040_comb,  8.894281147,-32.779043471,Mel60,Mel60,B.cell,ICR, 1.8039205605,-1.428572e-02, 1.025883e-02,-5.167795e-03,-5.604929e-01,-0.3668126114,-0.5855891602,-0.8973198056, 2724,11.423613
cy80_Cd45_pos_Pd1_neg_S252_C12_S252_comb, 17.176992284,-25.823022373,Mel80,Mel80,B.cell,TN, 1.4684588048,-1.024797e-01,-8.658038e-02, 1.464895e-01,-6.806085e-01,-0.4100353277,-0.8508477375,-1.0421837603, 4242,11.584995
CY89A_CD45_POS_6_A05_S101_comb, 23.929413503, 26.613981861,Mel89,Mel89,Macrophage,TN,-0.5949179116,-2.260174e-02, 4.644051e-04, 2.074840e+00,-8.173344e-01,-1.0433523063,-1.5219910018,-1.6201966359, 4741,12.342280
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F05_S1025_comb,  9.550774303,-35.481495406,Mel60,Mel60,B.cell,ICR, 1.5322173124,-3.738177e-02, 7.201846e-03, 2.103199e-01,-4.785948e-01,-0.6379332441,-0.2988084774,-0.7032196994, 2214,10.870338
cy94_cd45pos_4_E09_S57_comb, 15.537484005,-38.431884255,Mel94,Mel94,B.cell,ICR, 1.6618465526,-7.972620e-03,-7.242774e-02,-1.302950e-02,-2.466867e-01,-0.6690230749,-0.8773186284,-0.9757155000, 4506,13.080570
cy60_1_cd_45_pos_3_G08_S368_comb,  1.821610111,-37.224962400,Mel60,Mel60,B.cell,ICR, 1.4715014084,-4.951021e-02,-2.091506e-02,-2.185746e-02,-5.307242e-01,-0.5858169252,-0.8448903305,-1.0425098653, 2678,11.267587
cy60_1_cd_45_pos_4_C08_S32_comb, 21.358398176, 17.656363901,Mel60,Mel60,Macrophage,ICR,-0.7509169009,-1.229208e-01,-1.897278e-01, 1.534200e+00,-6.812063e-01,-0.9606405940,-1.0840966190,-1.6418653930, 4110,11.726293
