Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
NAME,X,Y,LABELS,tumor,treatment,Immune_resistance,Immune_resistance.up,Immune_resistance.down,OE.Immune_resistance,OE.Immune_resistance.up,OE.Immune_resistance.down,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,group,group,numeric,numeric,numeric,numeric,numeric
cy80_CD45_neg_C02_S890_comb, 26.61251596,-43.77553900,Mel80,Mel80,TN,high,low,low, 0.228703813,-0.048450264,-0.2771540773, 8368,11.869704
CY88_3_D09_S621_comb,  9.20241603, 43.91276024,Mel88,Mel88,ICR,low,low,high,-0.384555998,-0.333525932, 0.0510300657, 5089,11.961565
cy78_CD45_neg_1_D01_S517_comb,-38.02018485, 32.75848169,Mel78,Mel78,ICR,high,high,low, 0.813175909, 0.181788715,-0.6313871944, 8033,12.870025
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B04_S16_comb,  9.79675324,  9.58613645,Mel79,Mel79,TN,low,low,high,-2.934670790,-1.343834057, 1.5908367327, 5696,11.712465
cy78_CD45_neg_3_B01_S685_comb,-33.80205995, 35.30714688,Mel78,Mel78,ICR,high,high,low, 0.829459456, 0.270935870,-0.5585235861, 7426,12.579682
cy80_CD45_neg_E10_S922_comb, 27.27523721,-49.74277845,Mel80,Mel80,TN,low,high,high, 0.133398352, 0.404660027, 0.2712616751, 2804, 8.856234
cy79_p4_CD45_neg_PDL1_neg_H04_S1144_comb, 18.30604664, -4.84460820,Mel79,Mel79,TN,low,low,high,-0.785629500,-0.299997089, 0.4856324109, 4288,11.728633
cy79_p4_CD45_neg_PDL1_neg_C02_S1082_comb, 37.45093850, 11.14184725,Mel79,Mel79,TN,low,low,high,-2.968948208,-1.101018849, 1.8679293588, 4501,11.955198
cy78_CD45_neg_1_B11_S503_comb,-30.87904614, 35.29429139,Mel78,Mel78,ICR,high,low,low, 0.289713495,-0.056509905,-0.3462234002, 8180,13.338368
CY88_3_A07_S583_comb,  6.99474008, 45.46225387,Mel88,Mel88,ICR,high,low,low, 0.375513974,-0.006044938,-0.3815589114, 6863,12.622481
cy79_p4_CD45_neg_PDL1_pos_C11_S419_comb, 27.55579807, -3.62645523,Mel79,Mel79,TN,low,low,high,-2.611699461,-1.240037667, 1.3716617932, 5056,12.090634
CY88_5_C02_S698_comb,  6.11002605, 39.52225722,Mel88,Mel88,ICR,low,low,low, 0.124269673,-0.010929876,-0.1351995495, 4637,11.557315
cy79_p4_CD45_neg_PDL1_neg_G03_S1131_comb, 33.22869490,  6.57781526,Mel79,Mel79,TN,low,low,high,-2.742929611,-1.067769299, 1.6751603113, 4740,11.929818
cy78_CD45_neg_2_B10_S598_comb,-38.40485206, 29.63641870,Mel78,Mel78,ICR,high,high,low, 0.965941856, 0.311660025,-0.6542818304, 8753,12.705326
Cy71_CD45_F01_S541_comb,-44.31006532,-21.79948519,Mel71,Mel71,TN,high,high,low, 0.669753783, 0.457969865,-0.2117839179, 4177,11.369805
cy79_p4_CD45_neg_PDL1_neg_F07_S1123_comb, 13.97300867, 16.86001198,Mel79,Mel79,TN,low,low,high,-2.331813356,-1.071754554, 1.2600588019, 5539,12.229613
cy79_p4_CD45_neg_PDL1_neg_C09_S1089_comb, 32.00656461, 12.70771391,Mel79,Mel79,TN,low,low,high,-2.229385590,-0.759839464, 1.4695461260, 4347,11.469934
cy79_p5_CD45_neg_PDL1_neg_D10_S814_comb, 26.38354214,  6.53991216,Mel79,Mel79,TN,low,low,high,-3.072038334,-1.404628117, 1.6674102173, 4310,11.445973
CY89NEG_F08_S68_comb,-53.85147129,  8.55148745,Mel89,Mel89,TN,low,low,high,-0.216760740,-0.195950127, 0.0208106130, 6663,12.830376
CY89CORE11_D05_S137_comb,-56.97146926,  5.47194241,Mel89,Mel89,TN,low,low,high,-1.552577302,-0.897123279, 0.6554540232, 5914,12.669307
cy78_CD45_neg_1_B06_S498_comb,-37.44952990, 29.32020712,Mel78,Mel78,ICR,high,high,low, 0.979074484, 0.232495803,-0.7465786815, 8398,12.764350
CY88_3_A02_S578_comb,  7.30266599, 39.29099808,Mel88,Mel88,ICR,low,low,high,-0.810286538,-0.547515750, 0.2627707884, 4350,11.495006
cy81_Bulk_CD45_neg_G04_S172_comb, -0.86827488,-49.06715301,Mel81,Mel81,TN,high,high,low, 0.524814638, 0.136211671,-0.3886029672, 9511,13.422788
cy79_p5_CD45_neg_PDL1_neg_F08_S836_comb, 41.78335783, -0.20866215,Mel79,Mel79,TN,low,low,high,-2.040891849,-0.716536534, 1.3243553148, 2200, 9.484405
cy79_p3_CD45_neg_PDL1_neg_E01_S241_comb, 28.23115265,  7.36394949,Mel79,Mel79,TN,low,low,high,-3.161351868,-1.193694219, 1.9676576482, 4781,11.789504
CY89CORE11_A03_S99_comb,-54.52022113,  8.04123120,Mel89,Mel89,TN,low,low,high,-1.016523781,-0.434683671, 0.5818401104, 6219,12.741934
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D08_S332_comb, 40.41010436, -4.74508986,Mel79,Mel79,TN,low,low,high,-1.569314279,-0.821107706, 0.7482065724, 3811,11.145753
cy78_CD45_neg_1_H03_S567_comb,-33.21914280, 34.61465966,Mel78,Mel78,ICR,high,low,low, 0.351320516,-0.115352531,-0.4666730474, 6688,12.351964
cy79_p4_CD45_neg_PDL1_neg_D11_S1103_comb, 25.23506180,  0.23340613,Mel79,Mel79,TN,low,low,high,-2.401659909,-0.844887351, 1.5567725586, 5799,11.728061
Cy71_CD45_G05_S557_comb,-41.86117782,-22.95919181,Mel71,Mel71,TN,high,high,low, 1.930579060, 0.709851462,-1.2207275976, 5035,10.314206
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F03_S351_comb, 26.32312016,  0.77367053,Mel79,Mel79,TN,low,low,high,-2.032539060,-0.788186934, 1.2443521256, 5324,11.159161
cy79_p3_CD45_neg_PDL1_neg_C10_S226_comb, 19.34261589,  9.87246305,Mel79,Mel79,TN,low,low,high,-3.403683456,-1.434224506, 1.9694589504, 4815,11.827831
CY89NEG_A07_S7_comb,-53.37322121, 10.34540614,Mel89,Mel89,TN,low,low,high,-0.782958196,-0.307958505, 0.4749996913, 5868,12.669272
cy79_p4_CD45_neg_PDL1_neg_F09_S1125_comb, 15.19922598,-11.11829367,Mel79,Mel79,TN,low,low,high,-0.625748659,-0.146674873, 0.4790737863, 2444,12.436863
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C05_S125_comb, 18.77985536, 14.92457669,Mel79,Mel79,TN,low,low,high,-3.382341655,-1.228815496, 2.1535261592, 5040,11.106009
cy78_CD45_neg_3_E07_S727_comb,-34.57472650, 38.20500764,Mel78,Mel78,ICR,high,high,high, 0.348711339, 0.221464746,-0.1272465922, 5565,12.310698
cy79_p5_CD45_neg_PDL1_pos_G07_S751_comb, 41.65552593, -1.31171164,Mel79,Mel79,TN,low,low,high,-2.537530471,-0.942700255, 1.5948302159, 4358,11.023127
cy79_p3_CD45_neg_PDL1_neg_C09_S225_comb, 41.89279911, -6.29490946,Mel79,Mel79,TN,low,low,high,-1.856717195,-0.829168914, 1.0275482815, 5251,11.650302
cy78_CD45_neg_1_G12_S564_comb,-33.34029730, 39.28507786,Mel78,Mel78,ICR,high,low,low, 0.201081808,-0.144966259,-0.3460480668, 7505,13.012682
cy81_Bulk_CD45_neg_G07_S175_comb, -9.44170817,-53.98298150,Mel81,Mel81,TN,low,low,high,-0.031242512,-0.041725003,-0.0104824909, 3159,11.367437
cy79_p3_CD45_neg_PDL1_neg_B09_S213_comb, 29.76367667, 11.86725641,Mel79,Mel79,TN,low,low,high,-3.061117508,-1.255576495, 1.8055410125, 4487,11.517296
cy78_CD45_neg_3_H02_S758_comb,-32.29603019, 37.87370334,Mel78,Mel78,ICR,high,low,low, 0.600758922,-0.031415045,-0.6321739665, 7007,12.477633
cy78_CD45_neg_3_F09_S741_comb,-33.19471577, 38.26329912,Mel78,Mel78,ICR,high,high,low, 0.497826629, 0.227647157,-0.2701794720, 5912,12.006011
cy79_p3_CD45_neg_PDL1_neg_H02_S278_comb, 15.20045518, 14.31486490,Mel79,Mel79,TN,low,low,high,-2.288007515,-1.000617210, 1.2873903053, 5529,13.184829
cy79_p5_CD45_neg_PDL1_pos_G04_S748_comb, 28.41559932,  8.95020905,Mel79,Mel79,TN,low,low,high,-2.435965920,-0.876197001, 1.5597689193, 5205,11.983079
cy79_p4_CD45_neg_PDL1_pos_B06_S402_comb, 37.38888705, -1.45811014,Mel79,Mel79,TN,low,low,high,-2.164494833,-1.118655538, 1.0458392948, 4437,11.752588
cy79_p3_CD45_neg_PDL1_neg_C02_S218_comb, 36.46367798, -1.38976295,Mel79,Mel79,TN,low,low,high,-2.604782644,-1.020747199, 1.5840354447, 4421,11.657208
Cy81_FNA_CD45_F03_S351_comb,-10.87354591,-48.99737221,Mel81,Mel81,TN,high,high,low, 0.935158742, 0.312102201,-0.6230565413, 5859,12.402852
CY89FNAQ2_G05_S461_comb,-52.64111261,  5.43380046,Mel89,Mel89,TN,low,low,low, 0.051995176,-0.115555402,-0.1675505782, 6043,12.888217
cy79_p5_CD45_neg_PDL1_pos_F05_S737_comb, 36.31715699,  3.30421099,Mel79,Mel79,TN,low,low,high,-2.346578324,-0.971451583, 1.3751267410, 2687, 9.578934
CY88_3_B08_S596_comb,  5.09471036, 52.15547047,Mel88,Mel88,ICR,high,high,low, 0.474903321, 0.187498174,-0.2874051469, 5701,12.757921
cy79_p4_CD45_neg_PDL1_neg_A11_S1067_comb, 31.53044648, 11.48512378,Mel79,Mel79,TN,low,low,high,-2.797641278,-0.985513359, 1.8121279189, 3576,10.487517
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E05_S53_comb, 22.32949016, -3.90332140,Mel79,Mel79,TN,low,low,high,-2.185389570,-0.909262259, 1.2761273109, 6292,11.629623
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_E01_S145_comb, 32.74056718, 16.23968067,Mel79,Mel79,TN,low,low,high,-2.567205063,-0.778806078, 1.7883989843, 2897, 9.195531
CY89NEG_B01_S13_comb,-52.21928125, 11.96770011,Mel89,Mel89,TN,low,low,high,-0.212074023,-0.114302841, 0.0977711821, 4453,11.225110
cy79_p4_CD45_neg_PDL1_neg_G06_S1134_comb, 28.32775933,  2.18336169,Mel79,Mel79,TN,low,low,high,-2.755637095,-1.102868071, 1.6527690238, 5011,12.178347
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A11_S11_comb, 19.68310930,  3.48223964,Mel79,Mel79,TN,low,low,high,-2.329089264,-0.941124833, 1.3879644311, 5048,11.196323
CY88_3_G03_S651_comb,  6.81437415, 44.18520076,Mel88,Mel88,ICR,high,high,low, 0.246064518, 0.060005525,-0.1860589932, 6826,13.044612
CY89FNAQ2_C06_S414_comb,-51.12439819,  9.01084374,Mel89,Mel89,TN,low,low,high,-0.509236639,-0.287573136, 0.2216635023, 4838,11.926941
Cy81_Bulk_CD45_B05_S113_comb, -9.03669100,-47.73374215,Mel81,Mel81,TN,high,low,low, 0.388017642,-0.064276232,-0.4522938735, 8036,12.870977
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G05_S77_comb, 13.37478272,  7.49064759,Mel79,Mel79,TN,low,low,high,-2.480645141,-1.011576798, 1.4690683437, 7032,11.475867
CY88_3_H08_S668_comb,  9.66338230, 46.54305513,Mel88,Mel88,ICR,high,high,low, 0.450975435, 0.189498554,-0.2614768806, 5300,10.791317
Cy71_CD45_F07_S547_comb,-44.43967654,-22.89785399,Mel71,Mel71,TN,high,high,low, 0.876744562, 0.355534324,-0.5212102377, 4506,11.659568
cy80_CD45_neg_C03_S891_comb, 27.86448929,-41.43075925,Mel80,Mel80,TN,high,high,low, 0.406844816, 0.048806507,-0.3580383087, 7117,12.243359
CY89CORE11_B08_S116_comb,-55.19781270,  5.06896171,Mel89,Mel89,TN,low,low,high,-0.862979986,-0.352898375, 0.5100816112, 6652,13.111254
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G11_S83_comb, 20.37445869, 15.25551672,Mel79,Mel79,TN,low,low,high,-2.877383134,-1.080297717, 1.7970854176, 3947,10.334523
cy78_CD45_neg_1_A11_S491_comb,-35.22146409, 35.53379644,Mel78,Mel78,ICR,high,high,low, 0.689707095, 0.188774987,-0.5009321081, 7265,13.249547
cy79_p5_CD45_neg_PDL1_pos_B09_S693_comb, 34.43262859,  6.80974499,Mel79,Mel79,TN,low,low,high,-1.818420121,-0.741721732, 1.0766983892, 4305,11.564464
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G06_S366_comb, 23.23272868,  9.02999948,Mel79,Mel79,TN,low,low,high,-2.244131191,-0.885234412, 1.3588967787, 4521,10.393539
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G01_S361_comb, 37.35200644, 12.45866019,Mel79,Mel79,TN,low,low,high,-2.970100031,-0.841629678, 2.1284703527, 2234, 9.306741
CY88_5_A05_S677_comb,  2.20876914, 47.47220231,Mel88,Mel88,ICR,high,high,low, 0.512608434, 0.333595417,-0.1790130174, 7256,12.562519
CY89CORE11_E12_S156_comb,-56.06396778,  3.52822087,Mel89,Mel89,TN,low,low,high,-0.776875259,-0.592785080, 0.1840901785, 4854,10.505232
cy79_p5_CD45_neg_PDL1_neg_D05_S809_comb, 18.75051556, 15.35560616,Mel79,Mel79,TN,low,low,high,-3.069302260,-1.246304437, 1.8229978230, 3244, 9.826607
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F10_S70_comb, 12.30704703,  9.79360889,Mel79,Mel79,TN,low,low,high,-2.256787674,-0.890738232, 1.3660494417, 5449,11.255863
Cy80_II_CD45_C02_S890_comb, 30.22643121,-46.27645815,Mel80,Mel80,TN,high,low,low, 0.254666818, 0.030310354,-0.2243564635, 8666,12.480536
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F02_S62_comb, 13.06650908,  5.79593678,Mel79,Mel79,TN,low,low,high,-2.652525472,-0.952968536, 1.6995569367, 5805,11.472801
Cy80_II_CD45_F01_S925_comb, 30.59734349,-42.17153100,Mel80,Mel80,TN,low,low,high,-0.164513873,-0.208000344,-0.0434864703, 4401,12.674062
cy79_p4_CD45_neg_PDL1_neg_G12_S1140_comb, 31.66493330, 13.12785141,Mel79,Mel79,TN,low,low,high,-2.354334712,-0.813009416, 1.5413252960, 3194,10.218225
CY88_3_B09_S597_comb,  6.17128020, 50.28929557,Mel88,Mel88,ICR,high,high,low, 0.567080505, 0.351367531,-0.2157129745, 6679,13.368037
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E02_S50_comb, 14.50614808,  4.23711132,Mel79,Mel79,TN,low,low,high,-2.437698635,-1.121341124, 1.3163575104, 5991,11.417779
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C12_S132_comb, 11.97569732, 12.72486382,Mel79,Mel79,TN,low,low,high,-2.426638021,-0.795621397, 1.6310166240, 4487,10.682124
CY88_5_C01_S697_comb,  7.69718286, 35.76403579,Mel88,Mel88,ICR,low,low,high,-0.730610601,-0.197768110, 0.5328424908, 4455,11.621708
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A06_S6_comb, 22.92216020, -0.59527296,Mel79,Mel79,TN,low,low,high,-2.450871393,-0.935308294, 1.5155630992, 5717,11.946259
CY89FNAQ2_D06_S426_comb,-49.01865135,  3.37138796,Mel89,Mel89,TN,low,low,high,-1.299928853,-0.677240108, 0.6226887448, 9394,12.442160
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B05_S113_comb, 13.30451112, 13.43638994,Mel79,Mel79,TN,low,low,high,-3.078805867,-1.206131632, 1.8726742347, 5365,11.433092
Cy80_II_CD45_E01_S913_comb, 29.06093628,-47.67340159,Mel80,Mel80,TN,high,low,low, 0.264682450,-0.230820902,-0.4955033521, 6427,11.957573
CY89NEG_G08_S80_comb,-51.54428850,  9.47510845,Mel89,Mel89,TN,low,low,high,-0.449325866,-0.167360439, 0.2819654270, 5114,11.627298
Cy81_FNA_CD45_B02_S302_comb,-11.57561469,-49.42828005,Mel81,Mel81,TN,high,high,high, 0.226232453, 0.249417893, 0.0231854403, 4750,10.896943
cy78_CD45_neg_2_C07_S607_comb,-37.05966738, 30.94529703,Mel78,Mel78,ICR,high,high,low, 0.803172118, 0.104603479,-0.6985686385, 9469,12.925850
CY88_3_E02_S626_comb,  8.18981466, 41.78145434,Mel88,Mel88,ICR,high,high,high, 0.352601458, 0.249651229,-0.1029502286, 7103,12.892568
CY88_3_A12_S588_comb,  9.48920192, 41.86445642,Mel88,Mel88,ICR,high,low,low, 0.210728520,-0.203725888,-0.4144544078, 4557,11.497253
cy80_CD45_neg_F01_S925_comb, 26.37901311,-42.89147977,Mel80,Mel80,TN,low,low,high,-0.085842292,-0.070253328, 0.0155889641, 8095,12.245231
cy81_Bulk_CD45_neg_G06_S174_comb, -2.21766844,-50.52334729,Mel81,Mel81,TN,low,low,high,-0.180300629,-0.195360209,-0.0150595804, 9829,13.154077
cy79_p4_CD45_neg_PDL1_pos_G04_S460_comb, 23.48766456, -3.62793569,Mel79,Mel79,TN,low,low,high,-1.997852756,-0.911260138, 1.0865926185, 6806,12.857663
cy79_p3_CD45_neg_PDL1_neg_B07_S211_comb, 39.11979833, -5.60692939,Mel79,Mel79,TN,low,low,high,-2.855659689,-1.263639821, 1.5920198683, 4755,11.665320
CY88_5_G02_S746_comb,  1.62879479, 46.78585126,Mel88,Mel88,ICR,low,low,low, 0.137620760,-0.078769956,-0.2163907164, 5338,11.808605
cy79_p5_CD45_neg_PDL1_pos_F10_S742_comb, 27.87396089,  9.86909320,Mel79,Mel79,TN,low,low,high,-2.546881417,-0.917242313, 1.6296391034, 4812,11.200869
cy80_CD45_neg_D02_S902_comb, 27.76709154,-43.43800725,Mel80,Mel80,TN,low,low,high,-0.025735884,-0.045646966,-0.0199110818, 7625,11.327017
CY89CORE11_F10_S166_comb,-56.26168474,  2.89567913,Mel89,Mel89,TN,low,low,high,-0.273578496,-0.109221172, 0.1643573238, 7404,12.959049
cy79_p4_CD45_neg_PDL1_pos_B03_S399_comb, 28.72836228, 11.82892302,Mel79,Mel79,TN,low,low,high,-2.710619094,-1.185233470, 1.5253856242, 5138,12.478928
cy78_CD45_neg_1_C01_S505_comb,-29.88119265, 39.94985036,Mel78,Mel78,ICR,low,high,high, 0.067263064, 0.194977474, 0.1277144103, 5578,11.723462
cy80_CD45_neg_B08_S884_comb, 26.84898662,-43.36570921,Mel80,Mel80,TN,low,low,high,-0.137322638,-0.238076147,-0.1007535086, 8384,12.557680
cy78_CD45_neg_2_A05_S581_comb,-34.33444849, 30.26460134,Mel78,Mel78,ICR,high,high,low, 0.443856470, 0.106316463,-0.3375400073, 3947, 9.849243
cy79_p5_CD45_neg_PDL1_pos_D09_S717_comb, 25.27406868, -0.29226307,Mel79,Mel79,TN,low,low,high,-2.835491017,-1.097321968, 1.7381690489, 4844,11.499039
cy79_p3_CD45_neg_PDL1_neg_F03_S255_comb, 32.12290861,  9.35493775,Mel79,Mel79,TN,low,low,high,-2.307573376,-1.052301799, 1.2552715766, 5320,12.890510
CY89FNAQ2_G04_S460_comb,-53.99897578,  2.88076846,Mel89,Mel89,TN,low,low,high,-0.243204225,-0.074812906, 0.1683913192, 7824,13.202329
cy80_CD45_neg_F08_S932_comb, 27.02667121,-42.39234506,Mel80,Mel80,TN,low,low,high,-0.072420901,-0.028734663, 0.0436862381, 8253,12.313159
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A02_S98_comb, 18.44340919,  1.68169334,Mel79,Mel79,TN,low,low,high,-2.302092594,-1.090662173, 1.2114304202, 8202,11.813045
Cy81_FNA_CD45_F07_S355_comb, -3.85810328,-52.39279965,Mel81,Mel81,TN,low,low,high,-0.287756410,-0.016794429, 0.2709619811, 5354,12.517575
CY88_3_G05_S653_comb,  9.60689598, 47.21153471,Mel88,Mel88,ICR,high,high,low, 0.393464852, 0.162980738,-0.2304841136, 7827,13.156498
cy81_FNA_CD45_neg_E09_S1017_comb, -3.94559065,-48.30564839,Mel81,Mel81,TN,high,high,low, 0.383506636, 0.218045060,-0.1654615762, 9201,12.656377
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G09_S177_comb, 14.66543999,  0.80631363,Mel79,Mel79,TN,low,low,high,-2.092215205,-0.783495929, 1.3087192757, 6536,11.502097
Cy80_II_CD45_H11_S959_comb, 30.56804986,-44.52407296,Mel80,Mel80,TN,low,low,high,-0.767816055,-0.361243843, 0.4065722123, 4871,12.350567
cy78_CD45_neg_1_H05_S569_comb,-25.96071593, 25.30854835,Mel78,Mel78,ICR,low,low,high,-0.202421955,-0.152863802, 0.0495581529, 3106,10.636817
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D02_S326_comb, 33.17483549,  2.72437919,Mel79,Mel79,TN,low,low,high,-2.536862253,-0.980540432, 1.5563218213, 4425,11.447138
Cy81_FNA_CD45_E04_S340_comb,-11.59969511,-49.48035224,Mel81,Mel81,TN,high,low,low, 0.481908965,-0.027642388,-0.5095513522, 5260,11.987705
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C04_S124_comb, 26.57198527, -5.09381814,Mel79,Mel79,TN,low,low,high,-2.218611108,-0.895793781, 1.3228173267, 4893,10.776370
cy79_p5_CD45_neg_PDL1_pos_C04_S700_comb, 23.79892098, -0.23560260,Mel79,Mel79,TN,low,low,high,-2.006303954,-0.926471373, 1.0798325812, 4743,11.709092
cy79_p4_CD45_neg_PDL1_pos_D09_S429_comb, 32.74927205, 16.83322360,Mel79,Mel79,TN,low,low,high,-2.289687900,-0.854896086, 1.4347918144, 2219, 8.896041
cy78_CD45_neg_3_E06_S726_comb,-29.99728474, 39.74388784,Mel78,Mel78,ICR,low,low,high,-0.289814204,-0.054628829, 0.2351853752, 4547,11.532218
CY89NEG_A10_S10_comb,-52.83814855,  6.79278758,Mel89,Mel89,TN,low,low,high,-0.519438752,-0.142655687, 0.3767830659, 5682,13.106945
cy79_p4_CD45_neg_PDL1_pos_H05_S473_comb, 32.40294622, 15.13876204,Mel79,Mel79,TN,low,low,high,-2.290261416,-1.003005175, 1.2872562407, 2512, 9.384714
Cy81_FNA_CD45_H09_S381_comb, -8.31633272,-55.14176779,Mel81,Mel81,TN,low,high,high, 0.123408804, 0.164095292, 0.0406864883, 5595,12.429488
CY88_3_E07_S631_comb,  7.28209611, 44.85846808,Mel88,Mel88,ICR,low,low,high,-0.033414801, 0.029514310, 0.0629291112, 7285,13.074810
cy80_CD45_neg_E05_S917_comb, 27.87631209,-48.27897387,Mel80,Mel80,TN,low,low,high,-0.312264440,-0.188482524, 0.1237819169, 4930, 9.970492
Cy80_II_CD45_A01_S865_comb, 29.14278646,-47.71998300,Mel80,Mel80,TN,high,low,low, 0.201447150, 0.024128619,-0.1773185310, 6747,12.739908
CY89NEG_A12_S12_comb,-51.87903903,  9.78005379,Mel89,Mel89,TN,low,low,high,-1.027573075,-0.434272619, 0.5933004554, 6771,13.054630
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B03_S111_comb, 16.03248958,-11.92428941,Mel79,Mel79,TN,low,low,high,-0.452357936,-0.351048588, 0.1013093478, 3501,10.804786
cy79_p3_CD45_neg_PDL1_neg_G12_S276_comb, 22.48425405,  2.44624096,Mel79,Mel79,TN,low,low,high,-2.475418147,-1.006734015, 1.4686841323, 5855,12.802739
cy79_p4_CD45_neg_PDL1_pos_C06_S414_comb, 22.77787628,  4.87565268,Mel79,Mel79,TN,low,low,high,-2.300065338,-1.026420801, 1.2736445368, 5290,11.984983
Cy81_Bulk_CD45_F12_S168_comb, -6.26795750,-50.30596117,Mel81,Mel81,TN,low,low,high,-0.423887483,-0.347920970, 0.0759665132, 6321,12.373733
CY88_3_A08_S584_comb,  8.11506749, 45.80387386,Mel88,Mel88,ICR,low,high,high, 0.095082985, 0.061606410,-0.0334765752, 5587,12.095353
cy81_FNA_CD45_neg_D01_S997_comb, -3.38661574,-45.10224004,Mel81,Mel81,TN,low,low,high,-0.012301608,-0.047620842,-0.0353192332, 6450,11.225830
cy79_p5_CD45_neg_PDL1_pos_H09_S765_comb, 36.41789188, -2.01767109,Mel79,Mel79,TN,low,low,high,-2.784149499,-1.156719567, 1.6274299327, 3911,10.899236
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E03_S339_comb, 37.23070649, 11.05284248,Mel79,Mel79,TN,low,low,high,-2.437739648,-0.962238566, 1.4755010819, 4756,11.381597
Cy71_CD45_E06_S534_comb,-42.77514252,-21.71832596,Mel71,Mel71,TN,high,high,low, 1.683388840, 0.842537037,-0.8408518034, 4927,11.941260
cy79_p4_CD45_neg_PDL1_neg_C08_S1088_comb, 30.63301512,  7.64489770,Mel79,Mel79,TN,low,low,high,-2.546442078,-1.120523619, 1.4259184593, 5342,12.409781
cy79_p5_CD45_neg_PDL1_neg_A09_S777_comb, 30.68900100,  5.30971149,Mel79,Mel79,TN,low,low,high,-2.703129294,-0.995925829, 1.7072034654, 4254,11.428391
CY88_3_C06_S606_comb,  6.09620431, 38.85681259,Mel88,Mel88,ICR,low,low,high,-0.703320550,-0.609563068, 0.0937574813, 4203,11.638835
cy79_p3_CD45_neg_PDL1_neg_C03_S219_comb, 41.84885682, -0.48965387,Mel79,Mel79,TN,low,low,high,-2.467842868,-0.945052467, 1.5227904010, 4282,11.803159
cy81_FNA_CD45_neg_D03_S999_comb, -4.83345211,-47.27141843,Mel81,Mel81,TN,high,high,high, 0.409028250, 0.285289960,-0.1237382897, 7783,12.289338
cy81_FNA_CD45_neg_E06_S1014_comb, -2.44916263,-47.82872179,Mel81,Mel81,TN,high,high,high, 0.237631598, 0.152054638,-0.0855769600, 6518,10.625611
CY88_3_F11_S647_comb,  8.27556970, 45.63314703,Mel88,Mel88,ICR,high,high,low, 0.268760096, 0.108455652,-0.1603044434, 6689,12.823410
CY89NEG_C10_S34_comb,-53.54864870,  9.65234769,Mel89,Mel89,TN,low,low,high,-0.506262878,-0.229637993, 0.2766248848, 6558,13.205367
cy79_p4_CD45_neg_PDL1_pos_B07_S403_comb, 19.47744252, -5.24080918,Mel79,Mel79,TN,low,low,high,-1.448009652,-0.473641106, 0.9743685460, 5382,11.529497
cy81_FNA_CD45_neg_C11_S995_comb, -1.23820516,-50.33829900,Mel81,Mel81,TN,low,low,high, 0.070924229, 0.004861415,-0.0660628142, 8178,12.608851
CY88_5_A06_S678_comb,  5.07192721, 47.04512495,Mel88,Mel88,ICR,high,high,low, 0.404882857, 0.152297514,-0.2525853425, 6312,12.826762
cy80_CD45_neg_B03_S879_comb, 26.31364601,-46.14088452,Mel80,Mel80,TN,low,low,low, 0.170892375,-0.136542726,-0.3074351009, 8473,13.029621
cy78_CD45_neg_3_C04_S700_comb,-32.96877849, 31.34221046,Mel78,Mel78,ICR,high,low,low, 0.482046871, 0.016345708,-0.4657011631, 5699,12.281815
cy79_p4_CD45_neg_PDL1_pos_A06_S390_comb, 31.38910131,  3.39071417,Mel79,Mel79,TN,low,low,high,-2.557940304,-0.947403666, 1.6105366380, 4840,12.162836
cy79_p3_CD45_neg_PDL1_neg_H05_S281_comb, 30.46553288, 12.29481617,Mel79,Mel79,TN,low,low,high,-2.738687320,-0.941263029, 1.7974242911, 3407,10.460643
Cy71_CD45_C12_S516_comb,-39.83021028,-22.60248778,Mel71,Mel71,TN,high,high,low, 1.576380460, 0.557985555,-1.0183949052, 6971,12.212020
cy79_p4_CD45_neg_PDL1_neg_H05_S1145_comb, 26.44566269,  0.98052066,Mel79,Mel79,TN,low,low,high,-2.315249025,-0.793702661, 1.5215463642, 4500,11.308395
