Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
NAME,X,Y,LABELS,tumor,treatment,Immune_resistance,Immune_resistance.up,Immune_resistance.down,OE.Immune_resistance,OE.Immune_resistance.up,OE.Immune_resistance.down,no.genes,log.no.reads
TYPE,numeric,numeric,group,group,group,group,group,group,numeric,numeric,numeric,numeric,numeric
cy78_CD45_neg_1_H12_S576_comb,-37.97241676, 33.95401469,Mel78,Mel78,ICR,high,low,low, 0.589015648,-0.009892061,-0.5989077082,12069,12.672796
cy79_p5_CD45_neg_PDL1_neg_B12_S792_comb, 25.66959486, -8.85791042,Mel79,Mel79,TN,low,low,high,-1.650908391,-0.585316320, 1.0655920713, 3233,10.206477
Cy71_CD45_H03_S663_comb,-41.16798896,-20.74192423,Mel71,Mel71,TN,high,high,low, 1.650566639, 0.906113305,-0.7444533335, 2165,14.215117
cy79_p3_CD45_neg_PDL1_neg_E06_S246_comb, 38.49015139, -5.03665119,Mel79,Mel79,TN,low,low,high,-2.162627022,-1.101300724, 1.0613262979, 4600,12.148327
CY88_3_C09_S609_comb,  9.07171345, 42.06499146,Mel88,Mel88,ICR,low,low,high,-0.359522341,-0.246302418, 0.1132199226, 3261,11.324968
cy78_CD45_neg_2_B07_S595_comb,-35.24039703, 29.48478110,Mel78,Mel78,ICR,high,high,low, 0.689168460, 0.251418372,-0.4377500885, 2490, 8.819961
CY89FNAQ2_A11_S395_comb, -5.73248077,  2.77573332,Mel89,Mel89,TN,low,low,high,-0.615749043,-0.373778226, 0.2419708166, 8806,11.497091
CY89FNAQ2_C12_S420_comb, -5.00713486,  3.64967957,Mel89,Mel89,TN,low,low,high,-0.744573099,-0.265747276, 0.4788258237, 6109,10.861477
Cy71_CD45_G01_S553_comb, -4.43872909, 10.27989817,Mel71,Mel71,TN,high,high,low, 0.288104569, 0.101474413,-0.1866301560, 3015,10.943976
cy79_p4_CD45_neg_PDL1_neg_C06_S1086_comb, 39.78216932, -0.19479036,Mel79,Mel79,TN,low,low,high,-1.733037630,-0.551543510, 1.1814941202, 3325,11.597680
cy79_p3_CD45_neg_PDL1_neg_F10_S262_comb, 38.62628332, -4.32224371,Mel79,Mel79,TN,low,low,high,-2.148010291,-0.747269398, 1.4007408929, 4139,11.749167
CY88_5_H02_S758_comb,  4.34121162, 43.49056638,Mel88,Mel88,ICR,high,high,low, 0.804287613, 0.358409832,-0.4458777807, 7449,13.104091
cy79_p3_CD45_neg_PDL1_neg_E07_S247_comb, 41.41380026, -4.50058818,Mel79,Mel79,TN,low,low,high,-2.142145194,-0.994446912, 1.1476982818, 4572,11.854165
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H12_S384_comb,  7.07596589,  4.82404712,Mel79,Mel79,TN,low,low,high,-2.338651482,-1.051237054, 1.2874144284,11145,12.077125
CY88_3_C02_S602_comb,  7.49097846, 47.18629284,Mel88,Mel88,ICR,high,high,low, 0.893107082, 0.375889221,-0.5172178606, 8360,13.422718
cy79_p4_CD45_neg_PDL1_neg_C10_S1090_comb, 40.81024209, -0.23759946,Mel79,Mel79,TN,low,low,high,-2.443231275,-0.764983890, 1.6782473854, 2735,10.660360
cy79_p4_CD45_neg_PDL1_neg_F05_S1121_comb, 39.30428299,  3.07026703,Mel79,Mel79,TN,low,low,high,-2.754286548,-1.067663816, 1.6866227319, 3963,11.907491
CY89CORE11_E02_S146_comb,-52.59091783,  3.98874025,Mel89,Mel89,TN,low,low,high,-0.764046529,-0.488472262, 0.2755742670, 5736,12.648641
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D03_S135_comb, 41.67738510, -2.19081921,Mel79,Mel79,TN,low,low,high,-2.980982264,-0.865985639, 2.1149966258, 3587,10.545947
cy80_CD_90_pos_C07_S895_comb,  8.37419649,-31.41172829,Mel80,Mel80,TN,high,high,low, 1.122150411, 0.038045070,-1.0841053410, 2271,10.942102
merck_cd45negcd90neg_PL3_S247, 37.86604012,-20.47743845,Mel194,Mel194,ICR,high,high,low, 1.008704191, 0.317846475,-0.6908577158, 1877,12.518336
merck_cd45negcd90neg_PL3_S270, 38.71965128,-23.85480234,Mel194,Mel194,ICR,high,high,low, 1.578557691, 0.946045980,-0.6325117113, 3295,13.257132
merck_cd45negcd90neg_PL3_S268,-31.29767144,-40.04571478,Mel194,Mel194,ICR,low,high,high,-0.332210923, 0.055138718, 0.3873496408, 7290,13.641324
merck_cd45negcd90neg_PL3_S241,-30.69341409,-41.61259383,Mel194,Mel194,ICR,high,high,high, 0.417469142, 0.462100810, 0.0446316681, 7644,14.054016
merck_cd45negcd90neg_PL3_S195,-29.76264247,-41.95817992,Mel194,Mel194,ICR,high,high,high, 0.544044669, 0.469798757,-0.0742459124, 7084,13.042935
merck_cd45negcd90neg_PL3_S223,-30.48580998,-44.86473946,Mel194,Mel194,ICR,low,high,high,-0.237148274, 0.128911868, 0.3660601417, 6393,13.626969
merck_cd45negcd90neg_PL3_S245,-29.61106696,-42.43823158,Mel194,Mel194,ICR,high,high,low, 0.688248270, 0.437466359,-0.2507819112, 8735,13.382997
merck_cd45negcd90neg_PL3_S227, 37.11997163,-19.67357081,Mel194,Mel194,ICR,high,high,low, 0.961575129, 0.509893748,-0.4516813816, 1748,13.575253
merck_cd45negcd90neg_PL3_S221,-28.75564868,-43.08071736,Mel194,Mel194,ICR,low,low,high,-0.211819273, 0.015634793, 0.2274540657, 8399,13.749502
merck_cd45negcd90neg_PL3_S275, 34.52494579,-22.71587698,Mel194,Mel194,ICR,high,high,low, 0.668923277, 0.122267814,-0.5466554633, 1934,13.129694
merck_cd45negcd90neg_PL3_S232,-32.42355770,-42.77519558,Mel194,Mel194,ICR,low,low,high,-0.301831947,-0.280291464, 0.0215404835, 7047,14.304214
merck_cd45negcd90neg_PL3_S250, 34.64248525,-22.71874249,Mel194,Mel194,ICR,high,high,low, 1.631339502, 0.952861085,-0.6784784177, 2360,14.040728
merck_cd45negcd90neg_PL3_S278,-30.24398263,-41.58691714,Mel194,Mel194,ICR,high,high,low, 0.214747694, 0.042352832,-0.1723948628, 8390,14.469519
merck_cd45negcd90neg_PL3_S238,-32.12882422,-43.83346963,Mel194,Mel194,ICR,high,high,high, 0.325841797, 0.235367127,-0.0904746696, 7503,14.497091
merck_cd45negcd90neg_PL3_S236, 36.91436179,-20.43988437,Mel194,Mel194,ICR,high,high,low, 0.869082070, 0.631309946,-0.2377721239, 2308,13.898433
merck_cd45negcd90neg_PL3_S231, 38.49161230,-23.11687649,Mel194,Mel194,ICR,high,high,low, 1.227365233, 0.753615748,-0.4737494847, 2000,12.509291
merck_cd45negcd90neg_PL3_S197, 37.81098676,-20.45322396,Mel194,Mel194,ICR,high,high,low, 1.221497606, 0.623527947,-0.5979696581, 2166,12.316768
merck_cd45negcd90neg_PL3_S277, 38.10608520,-24.52458669,Mel194,Mel194,ICR,high,high,low, 1.477380545, 0.434652158,-1.0427283868, 4439,14.285565
merck_cd45negcd90neg_PL3_S202,-31.40403155,-44.93973194,Mel194,Mel194,ICR,low,low,high,-0.198350059, 0.012132986, 0.2104830448, 6795,14.316320
merck_cd45negcd90neg_PL3_S204, 36.76954278,-24.41869709,Mel194,Mel194,ICR,high,high,low, 1.330193266, 0.423979040,-0.9062142252, 5097,14.228494
merck_cd45negcd90neg_PL3_S213, 37.43825294,-23.08717052,Mel194,Mel194,ICR,high,high,low, 1.014199032, 0.354224455,-0.6599745763, 2467,12.792845
merck_cd45negcd90neg_PL3_S217,-29.82906270,-40.71819346,Mel194,Mel194,ICR,high,high,high, 0.195312573, 0.112291517,-0.0830210558, 8594,14.313366
merck_cd45negcd90neg_PL3_S287, 38.42858108,-21.50566350,Mel194,Mel194,ICR,high,high,low, 1.289895918, 1.026778457,-0.2631174613, 2419,14.001431
merck_cd45negcd90neg_PL3_S219, 37.16058671,-22.49223484,Mel194,Mel194,ICR,high,high,low, 1.633409896, 0.897333596,-0.7360763002, 3082,13.248612
merck_cd45negcd90neg_PL3_S243, 37.89864305,-19.80655991,Mel194,Mel194,ICR,low,high,high, 0.099072493, 0.111173324, 0.0121008319, 1981,12.784115
merck_cd45negcd90neg_PL3_S214,-30.12747542,-42.95283811,Mel194,Mel194,ICR,high,high,low, 0.458722125, 0.288631864,-0.1700902611, 7907,13.581456
merck_cd45negcd90neg_PL3_S260, 35.55955293,-22.46794345,Mel194,Mel194,ICR,high,high,high, 0.788586799, 0.826212935, 0.0376261359, 2408,13.719887
merck_cd45negcd90neg_PL3_S211,-30.96082093,-44.26186389,Mel194,Mel194,ICR,high,high,high, 0.433411198, 0.480215761, 0.0468045632, 6528,13.272039
merck_cd45negcd90neg_PL3_S276,-28.49215787,-41.13403920,Mel194,Mel194,ICR,high,high,low, 0.593055264, 0.179671273,-0.4133839904, 8708,13.985476
merck_cd45negcd90neg_PL3_S205,-28.74321313,-43.82147562,Mel194,Mel194,ICR,low,high,high, 0.043423048, 0.126851011, 0.0834279625, 8217,14.081541
merck_cd45negcd90neg_PL3_S240,-29.07692524,-41.39744377,Mel194,Mel194,ICR,high,low,low, 0.193745277,-0.025351063,-0.2190963398, 8627,14.198841
merck_cd45negcd90neg_PL3_S248, 39.67901001,-20.27986734,Mel194,Mel194,ICR,high,high,low, 1.346620503, 0.764571098,-0.5820494047, 2380,13.655104
merck_cd45negcd90neg_PL3_S209, 39.47265320,-21.00173228,Mel194,Mel194,ICR,high,high,low, 1.306349669, 0.616527862,-0.6898218076, 2512,12.405833
merck_cd45negcd90neg_PL3_S252,-28.71475379,-41.70033900,Mel194,Mel194,ICR,high,high,high, 0.345430715, 0.286382265,-0.0590484503, 8270,14.360905
merck_cd45negcd90neg_PL3_S198,-32.65414508,-40.56902205,Mel194,Mel194,ICR,low,low,high,-1.407072818,-0.490853016, 0.9162198014, 5831,13.518817
merck_cd45negcd90neg_PL3_S196, 39.26474536,-21.92285051,Mel194,Mel194,ICR,high,high,low, 0.556156295, 0.427855594,-0.1283007013, 2022,12.835761
merck_cd45negcd90neg_PL3_S208,-31.96416869,-42.18679021,Mel194,Mel194,ICR,high,high,low, 0.356942017, 0.189561003,-0.1673810135, 7586,13.775079
merck_cd45negcd90neg_PL3_S230,-28.98103526,-42.78133129,Mel194,Mel194,ICR,low,low,high, 0.073073214, 0.031406080,-0.0416671339, 9069,14.353338
merck_cd45negcd90neg_PL3_S274, 35.92152686,-23.30975177,Mel194,Mel194,ICR,high,low,low, 0.373410507,-0.220476607,-0.5938871138, 2511,13.816262
merck_cd45negcd90neg_PL3_S271, 37.78616559,-22.62538781,Mel194,Mel194,ICR,high,high,low, 1.406295430, 0.852748213,-0.5535472167, 2747,12.712450
merck_cd45negcd90neg_PL3_S255,-29.62821040,-41.91246118,Mel194,Mel194,ICR,high,high,high, 0.428469180, 0.438662822, 0.0101936411, 7838,13.641680
merck_cd45negcd90neg_PL3_S272, 39.00368919,-23.76891633,Mel194,Mel194,ICR,high,high,low, 1.395161884, 0.748780577,-0.6463813075, 4882,13.916375
merck_cd45negcd90neg_PL3_S256, 39.38579344,-19.90423697,Mel194,Mel194,ICR,high,high,low, 1.518247624, 1.029436284,-0.4888113393, 2058,13.333177
merck_cd45negcd90neg_PL3_S253, 37.43466585,-21.88970227,Mel194,Mel194,ICR,high,high,low, 1.096396400, 0.443798562,-0.6525978382, 2848,13.765660
merck_cd45negcd90neg_PL3_S235, 37.40619725,-20.21711321,Mel194,Mel194,ICR,high,high,low, 0.799238067, 0.598680606,-0.2005574609, 1978,13.589588
merck_cd45negcd90neg_PL3_S218,-31.78872178,-40.20067938,Mel194,Mel194,ICR,low,low,high,-0.942162892,-0.165229450, 0.7769334423, 7891,14.195548
merck_cd45negcd90neg_PL3_S193,-28.77124931,-42.74027167,Mel194,Mel194,ICR,high,high,low, 0.366824847, 0.102735235,-0.2640896125,11148,14.244343
merck_cd45negcd90neg_PL3_S207,-30.85826685,-42.86239093,Mel194,Mel194,ICR,low,high,high, 0.140402073, 0.225880278, 0.0854782051, 7015,13.135041
merck_cd45negcd90neg_PL3_S239,-29.85900843,-40.13213095,Mel194,Mel194,ICR,high,high,high, 0.234819988, 0.233721152,-0.0010988363, 7788,14.268067
merck_cd45negcd90neg_PL3_S242, 38.36330126,-21.13061433,Mel194,Mel194,ICR,high,high,low, 1.104513169, 0.677847078,-0.4266660905, 2056,13.156384
Merck_CD45neg_EPCAMpos_pl4_S108,-31.61941675,-40.57495007,Mel194,Mel194,ICR,low,low,high,-0.476868207,-0.113054443, 0.3638137646, 7522,13.596090
Merck_CD45neg_EPCAMpos_pl4_S164,-30.37329210,-44.06005317,Mel194,Mel194,ICR,high,high,high, 0.707090464, 0.708065781, 0.0009753171, 6850,13.773793
Merck_CD45neg_EPCAMpos_pl4_S131, 33.99351860,-15.37331799,Mel194,Mel194,ICR,low,low,high,-0.517762569,-0.197658431, 0.3201041381, 2829,14.001980
Merck_CD45neg_EPCAMpos_pl4_S168, 33.90372692,-15.57623201,Mel194,Mel194,ICR,low,low,high,-0.740319175,-0.249483043, 0.4908361318, 1998,13.768963
Merck_CD45neg_EPCAMpos_pl4_S127, 38.32557912,-24.10922319,Mel194,Mel194,ICR,high,high,low, 1.549051524, 0.750471209,-0.7985803147, 3431,14.175427
Merck_CD45neg_EPCAMpos_pl4_S166,-32.39390783,-43.51154737,Mel194,Mel194,ICR,low,low,high,-0.191735953, 0.008047059, 0.1997830118, 7604,13.993663
Merck_CD45neg_EPCAMpos_pl4_S137, 33.99618388,-15.34419416,Mel194,Mel194,ICR,low,low,high,-0.540883493,-0.048209927, 0.4926735658, 1731,13.159393
Merck_CD45neg_EPCAMpos_pl4_S157, 36.52689678,-19.79173501,Mel194,Mel194,ICR,high,high,high, 0.266507792, 0.246772661,-0.0197351315, 1828,14.117066
Merck_CD45neg_EPCAMpos_pl4_S175, 38.78856741,-21.29160164,Mel194,Mel194,ICR,high,high,high, 0.952992270, 0.838434014,-0.1145582560, 2802,14.102240
Merck_CD45neg_EPCAMpos_pl4_S124,-28.86784080,-41.71084627,Mel194,Mel194,ICR,high,high,low, 0.667860073, 0.339910146,-0.3279499268, 8041,13.781282
Merck_CD45neg_EPCAMpos_pl4_S107, 40.72920870,-21.84714626,Mel194,Mel194,ICR,high,high,low, 2.107926102, 1.234964277,-0.8729618250, 3052,13.796810
Merck_CD45neg_EPCAMpos_pl4_S177,-30.82949645,-39.42823392,Mel194,Mel194,ICR,low,low,high,-0.156807057, 0.007213006, 0.1640200630, 6897,13.677705
Merck_CD45neg_EPCAMpos_pl4_S171,-30.07875571,-42.78516577,Mel194,Mel194,ICR,high,high,low, 0.633009577, 0.393295651,-0.2397139253, 8313,13.982880
Merck_CD45neg_EPCAMpos_pl4_S133,-28.34650902,-42.21161228,Mel194,Mel194,ICR,high,high,low, 0.316248550, 0.076080302,-0.2401682482, 9239,14.113214
Merck_CD45neg_EPCAMpos_pl4_S185, 39.13745097,-21.26278778,Mel194,Mel194,ICR,high,high,low, 1.181038212, 0.565115455,-0.6159227569, 2163,12.955732
Merck_CD45neg_EPCAMpos_pl4_S128, 37.11246505,-24.40456513,Mel194,Mel194,ICR,high,high,low, 1.589231985, 0.655558400,-0.9336735855, 3252,13.831017
Merck_CD45neg_EPCAMpos_pl4_S140, 37.40647899,-20.29100756,Mel194,Mel194,ICR,low,low,high,-0.359171208,-0.359873902,-0.0007026938, 2310,13.825231
Merck_CD45neg_EPCAMpos_pl4_S145, 40.90447163,-21.96575486,Mel194,Mel194,ICR,high,high,low, 2.613495361, 1.238221109,-1.3752742524, 3785,14.292305
Merck_CD45neg_EPCAMpos_pl4_S123, 36.66403536,-24.05227293,Mel194,Mel194,ICR,high,high,low, 0.862726952, 0.581730111,-0.2809968415, 2723,13.707804
Merck_CD45neg_EPCAMpos_pl4_S190,-29.99898128,-42.32656051,Mel194,Mel194,ICR,low,high,high, 0.152109402, 0.057590702,-0.0945187008, 7720,14.119437
Merck_CD45neg_EPCAMpos_pl4_S97,-29.19158981,-42.23924493,Mel194,Mel194,ICR,high,high,low, 0.324056232, 0.152654280,-0.1714019517,10085,13.308280
Merck_CD45neg_EPCAMpos_pl4_S176,-31.74890210,-43.39119147,Mel194,Mel194,ICR,low,low,high,-0.494211199,-0.216346562, 0.2778646368, 7170,14.018170
Merck_CD45neg_EPCAMpos_pl4_S188, 39.51999318,-19.78241491,Mel194,Mel194,ICR,high,high,low, 2.353242329, 1.165639774,-1.1876025549, 3063,14.292696
Merck_CD45neg_EPCAMpos_pl4_S138, 33.98303834,-15.34535285,Mel194,Mel194,ICR,low,high,high,-0.288011500, 0.241898054, 0.5299095539, 2694,13.836338
Merck_CD45neg_EPCAMpos_pl4_S170, 37.78397636,-23.10555105,Mel194,Mel194,ICR,high,high,low, 1.015986168, 0.717255669,-0.2987304989, 3357,14.235104
Merck_CD45neg_EPCAMpos_pl4_S132, 35.70108371,-22.30908497,Mel194,Mel194,ICR,high,high,low, 0.796279757, 0.463963710,-0.3323160465, 2813,13.820331
Merck_CD45neg_EPCAMpos_pl4_S119,-29.97427484,-40.73402592,Mel194,Mel194,ICR,high,high,low, 0.253092050, 0.106469103,-0.1466229466, 8974,13.641095
Merck_CD45neg_EPCAMpos_pl4_S162,-31.20813031,-41.59478206,Mel194,Mel194,ICR,low,low,high,-0.265086987,-0.063065270, 0.2020217176, 7781,13.788939
Merck_CD45neg_EPCAMpos_pl4_S142,-31.79772282,-42.44258185,Mel194,Mel194,ICR,low,high,high, 0.087568917, 0.122145119, 0.0345762017, 7801,13.912847
Merck_CD45neg_EPCAMpos_pl4_S187,-30.79430779,-43.47970505,Mel194,Mel194,ICR,low,high,high, 0.017832466, 0.293655976, 0.2758235100, 6942,14.114791
Merck_CD45neg_EPCAMpos_pl4_S143,-31.71218933,-41.77200588,Mel194,Mel194,ICR,low,high,high,-0.099170025, 0.084819878, 0.1839899032, 7817,13.942976
Merck_CD45neg_EPCAMpos_pl4_S172, 39.03010184,-22.55204382,Mel194,Mel194,ICR,high,high,low, 1.596260355, 0.938312891,-0.6579474635, 2820,13.370905
Merck_CD45neg_EPCAMpos_pl4_S181, 35.69637210,-21.70715777,Mel194,Mel194,ICR,low,high,high, 0.176162935, 0.233220314, 0.0570573794, 2650,14.100159
Merck_CD45neg_EPCAMpos_pl4_S101,-29.90963007,-43.35522940,Mel194,Mel194,ICR,high,high,high, 0.394805575, 0.318599683,-0.0762058915, 7613,13.538375
Merck_CD45neg_EPCAMpos_pl4_S103, 39.85487796,-22.32580239,Mel194,Mel194,ICR,high,high,low, 0.835049887, 0.059579408,-0.7754704790, 2664,13.691836
Merck_CD45neg_EPCAMpos_pl4_S149, 38.14893896,-24.44331045,Mel194,Mel194,ICR,high,high,low, 1.070091176, 0.486372005,-0.5837191714, 3435,13.553907
Merck_CD45neg_EPCAMpos_pl4_S139, 37.02217162,-22.70247900,Mel194,Mel194,ICR,high,high,low, 0.958856162, 0.417291851,-0.5415643110, 3184,13.677813
Merck_CD45neg_EPCAMpos_pl4_S165, 37.92744579,-18.77356457,Mel194,Mel194,ICR,high,high,high, 0.280867794, 0.282162138, 0.0012943447, 2969,14.247309
Merck_CD45neg_EPCAMpos_pl4_S184,-30.28236209,-39.74963084,Mel194,Mel194,ICR,low,low,high,-0.267653627, 0.019694702, 0.2873483284, 7200,13.358215
Merck_CD45neg_EPCAMpos_pl4_S106, 35.84470523,-21.94336931,Mel194,Mel194,ICR,high,high,low, 1.292120327, 0.817296780,-0.4748235471, 2812,14.021367
Merck_CD45neg_EPCAMpos_pl4_S158,-30.60623562,-43.58644328,Mel194,Mel194,ICR,low,low,high,-0.082768137, 0.010619731, 0.0933878681, 7382,14.539128
Merck_CD45neg_EPCAMpos_pl4_S144,-29.94251161,-43.00852499,Mel194,Mel194,ICR,high,high,high, 0.196457914, 0.135784250,-0.0606736641, 7890,14.152413
Merck_CD45neg_EPCAMpos_pl4_S121,-31.25463268,-38.86176829,Mel194,Mel194,ICR,low,high,high, 0.082703616, 0.139234135, 0.0565305194, 6673,13.661565
Merck_CD45neg_EPCAMpos_pl4_S173,-30.88796279,-40.82722948,Mel194,Mel194,ICR,low,low,high, 0.135533943, 0.007303055,-0.1282308882, 7265,13.320368
Merck_CD45neg_EPCAMpos_pl4_S178,-32.89100274,-41.81880909,Mel194,Mel194,ICR,high,high,low, 0.601155308, 0.316190558,-0.2849647505, 8766,13.746506
Merck_CD45neg_EPCAMpos_pl4_S161, 38.72711668,-20.60832491,Mel194,Mel194,ICR,high,high,low, 0.445962243, 0.250670265,-0.1952919779, 1977,13.172923
cy102_CD45neg_CD90neg_S94,-28.63392490,  4.46642378,Mel102,Mel102,ICR,high,high,low, 1.888242623, 0.983138679,-0.9051039442, 7902,13.920187
cy102_CD45neg_CD90neg_S2,-22.82708874, 10.14000969,Mel102,Mel102,ICR,high,high,low, 1.997716355, 0.957334357,-1.0403819984, 6424,13.430160
cy102_CD45neg_CD90neg_S6,-20.67741446,  8.03478593,Mel102,Mel102,ICR,high,high,low, 1.494310585, 0.707168416,-0.7871421689, 5378,13.071358
cy110_CD45neg_CD90neg_S221, -7.30412027, 18.30774212,Mel110,Mel110,ICR,high,high,low, 2.084964847, 0.917303197,-1.1676616494, 4294,14.366240
cy110_CD45neg_CD90neg_S251, -6.37193397, 23.82984341,Mel110,Mel110,ICR,high,high,low, 2.542369293, 1.037025883,-1.5053434102, 9440,14.449964
cy103_CD45neg_CD90neg_S104, -0.99378909,-10.64852058,Mel103,Mel103,TN,low,high,high,-0.407099775, 0.081484204, 0.4885839793, 5963,13.078639
cy102_CD45neg_CD90neg_S27,-25.21772762,  3.28730969,Mel102,Mel102,ICR,high,high,low, 2.107211034, 1.075347337,-1.0318636964, 6860,13.619278
cy110_CD45neg_CD90neg_S201, -8.06879658, 13.72650210,Mel110,Mel110,ICR,high,high,low, 2.257182136, 1.203213583,-1.0539685533, 4976,13.507675
cy103_CD45neg_CD90neg_S106,  0.01333376, -5.41125175,Mel103,Mel103,TN,low,low,high,-0.677101547,-0.249123156, 0.4279783910, 6759,13.077414
cy110_CD45neg_CD90neg_S206, -9.65552480, 19.84002207,Mel110,Mel110,ICR,high,high,low, 2.134166673, 0.897583820,-1.2365828529, 4574,14.444623
cy103_CD45neg_CD90neg_S149, -3.83137756, -5.86595366,Mel103,Mel103,TN,low,low,high,-0.556236104,-0.367219542, 0.1890165616, 5383,12.968473
cy103_CD45neg_CD90neg_S131, -0.17931042, -9.89881647,Mel103,Mel103,TN,low,high,high, 0.081415138, 0.156590156, 0.0751750184, 5773,13.435179
cy102_CD45neg_CD90neg_S82,-23.95310082,  7.10842658,Mel102,Mel102,ICR,high,high,low, 1.658353795, 0.825388291,-0.8329655050, 7076,13.569903
cy103_CD45neg_CD90neg_S116, -0.02816654,-10.97108622,Mel103,Mel103,TN,low,high,high,-0.347315235, 0.153441765, 0.5007570002, 5903,13.367927
cy103_CD45neg_CD90neg_S126, -6.89667025,-22.38884710,Mel103,Mel103,TN,high,low,low, 0.597776991,-0.065152319,-0.6629293101, 2614,13.027855
cy102_CD45neg_CD90neg_S33,-24.27719806,  3.99627666,Mel102,Mel102,ICR,high,high,low, 1.862997830, 0.921123233,-0.9418745979, 6962,13.541860
cy102_CD45neg_CD90neg_S51,-12.31505662,  9.84227193,Mel102,Mel102,ICR,high,low,low, 0.253783851, 0.009961838,-0.2438220136, 3894,12.861131
cy102_CD45neg_CD90neg_S22,-22.61598644,  7.46328872,Mel102,Mel102,ICR,high,high,low, 2.078356628, 0.894540746,-1.1838158825, 7642,13.556540
cy103_CD45neg_CD90neg_S169, -2.75369081, -9.00754544,Mel103,Mel103,TN,low,low,high,-1.088901247,-0.550463124, 0.5384381225, 5420,13.563920
cy102_CD45neg_CD90neg_S91,-27.16820440,  5.80182933,Mel102,Mel102,ICR,high,high,low, 2.126730035, 0.975226087,-1.1515039477, 8092,13.988691
cy103_CD45neg_CD90neg_S108, -1.88732085,-19.41435657,Mel103,Mel103,TN,high,high,low, 0.400138685, 0.179325786,-0.2208128992, 3512,12.915499
cy102_CD45neg_CD90neg_S7,-20.62974733,  5.26427468,Mel102,Mel102,ICR,high,high,low, 1.306196892, 0.379216339,-0.9269805525, 7403,13.283431
cy103_CD45neg_CD90neg_S166, -7.61394190,-22.00827032,Mel103,Mel103,TN,low,low,high,-0.304109552,-0.371828312,-0.0677187600, 2393,12.591634
cy103_CD45neg_CD90neg_S164,  1.96939238,-12.96857517,Mel103,Mel103,TN,low,low,low, 0.095649427,-0.042027692,-0.1376771191, 6936,13.660294
cy110_CD45neg_CD90neg_S286, -2.75814852, 21.72091975,Mel110,Mel110,ICR,high,high,low, 1.174020397, 0.762325575,-0.4116948214, 2536,13.699747
cy102_CD45neg_CD90neg_S62,-24.02999408,  7.90488759,Mel102,Mel102,ICR,high,high,low, 1.834002292, 0.863712163,-0.9702901289, 6306,13.746561
cy110_CD45neg_CD90neg_S208, -7.34733228, 23.77193859,Mel110,Mel110,ICR,high,high,low, 2.444423252, 1.002813789,-1.4416094628,10115,14.345607
cy110_CD45neg_CD90neg_S256, -6.03152117, 25.28471789,Mel110,Mel110,ICR,high,high,low, 2.209032750, 0.942324940,-1.2667078105, 9792,14.562029
cy103_CD45neg_CD90neg_S185, -2.49711515, -8.41684219,Mel103,Mel103,TN,low,low,high,-1.596420179,-0.657754861, 0.9386653176, 5815,13.422415
cy102_CD45neg_CD90neg_S93,-25.27238383,  8.20396349,Mel102,Mel102,ICR,high,high,low, 1.689574535, 0.857951345,-0.8316231901, 7916,13.715364
cy110_CD45neg_CD90neg_S266, -8.11406569, 13.50635159,Mel110,Mel110,ICR,high,high,low, 1.365627531, 0.691567408,-0.6740601229, 5367,13.615974
cy102_CD45neg_CD90neg_S80,-26.61809653,  5.75150016,Mel102,Mel102,ICR,high,high,low, 1.779974210, 0.823016140,-0.9569580699, 7186,13.680275
cy103_CD45neg_CD90neg_S160, -0.87965174,-11.64212831,Mel103,Mel103,TN,high,high,high, 0.251834062, 0.230330599,-0.0215034626, 6128,13.207959
cy103_CD45neg_CD90neg_S154, -4.49442296,-21.70851552,Mel103,Mel103,TN,high,high,high, 0.369337724, 0.295333823,-0.0740039013, 3558,13.593634
cy102_CD45neg_CD90neg_S75,-26.49285181,  3.80234987,Mel102,Mel102,ICR,high,high,low, 2.505125959, 1.007004808,-1.4981211512, 7488,13.745587
cy103_CD45neg_CD90neg_S139, -0.84727321, -7.93118325,Mel103,Mel103,TN,low,low,high,-0.649872905,-0.298044644, 0.3518282609, 6600,13.260768
cy103_CD45neg_CD90neg_S153,  2.13041025, -8.52167639,Mel103,Mel103,TN,high,low,low, 0.456110260, 0.011924822,-0.4441854385, 6616,13.310728
cy110_CD45neg_CD90neg_S249, -7.11905830, 22.13226214,Mel110,Mel110,ICR,high,high,low, 2.299185698, 0.775488419,-1.5236972789, 9396,14.336552
cy110_CD45neg_CD90neg_S248, -7.49572458, 23.62329409,Mel110,Mel110,ICR,high,high,low, 2.552135797, 1.001680686,-1.5504551111,10343,14.271191
cy110_CD45neg_CD90neg_S200, -7.69843433, 18.69428650,Mel110,Mel110,ICR,high,high,low, 2.482302938, 1.131855518,-1.3504474202, 4857,13.694864
cy102_CD45neg_CD90neg_S55,-24.25185682,  6.99456288,Mel102,Mel102,ICR,high,high,low, 1.697338310, 0.821153459,-0.8761848514, 7396,13.413581
cy103_CD45neg_CD90neg_S182,  0.34978269, -9.82282158,Mel103,Mel103,TN,low,low,high,-0.535787397,-0.450158688, 0.0856287098, 5088,13.375178
cy102_CD45neg_CD90neg_S11,-24.11185974,  2.69282380,Mel102,Mel102,ICR,high,high,low, 1.994602668, 1.028088203,-0.9665144646, 7853,13.423914
