Column1,Column2,Column3,Column1,Column2,Column3,,,
NAME,X,Y,NAME,CLUSTER,SUB-CLUSTER,,,
TYPE,numeric,numeric,TYPE,group,group,,,
cy79-p3-CD45-pos-PD1-neg-G06-S174-comb,15.64781054,-65.75690343,cy79-p4-CD45-neg-PDL1-pos-A06-S390-comb,malignant,malignant,cy94_cd45neg_cd90pos_F05_S353_comb,undefined,undefined
cy79-p3-CD45-pos-PD1-neg-F12-S168-comb,5.042066255,47.79035273,cy79-p4-CD45-neg-PDL1-neg-H05-S1145-comb,malignant,malignant,cy94_cd45pos_4_H10_S94_comb,T,T
cy79-p3-CD45-pos-PD1-neg-E07-S151-comb,26.32104084,47.72562748,cy79-p4-CD45-pos-PD1-pos-F05-S353-comb,T,T,cy94_cd45neg_cd90pos_D09_S333_comb,undefined,undefined
cy79-p3-CD45-pos-PD1-neg-C10-S130-comb,13.86234251,-75.51603247,cy79-p4-CD45-neg-PDL1-neg-E09-S1113-comb,malignant,malignant,cy94_cd45neg_cd90pos_F12_S360_comb,undefined,undefined
cy79-p3-CD45-pos-PD1-neg-F08-S164-comb,20.3337585,-77.73091101,cy79-p4-CD45-pos-PD1-pos-F11-S359-comb,T,T,cy88_cd45pos_5_D05_S233_comb,undefined,undefined
cy79-p3-CD45-pos-PD1-neg-E02-S146-comb,27.29822741,37.7712125,cy79-p5-CD45-pos-PD1-pos-C02-S602-comb,T,T,cy94_cd45pos_4_H11_S95_comb,B,B
cy79-p3-CD45-pos-PD1-neg-E08-S152-comb,5.558402359,48.30745739,cy81-Bulk-CD45-neg-D01-S133-comb,malignant,malignant,cy94_cd45neg_cd90pos_G08_S368_comb,T,T
cy79-p3-CD45-pos-PD1-neg-E10-S154-comb,16.86369403,-78.64453644,cy79-p5-CD45-neg-PDL1-neg-G08-S848-comb,malignant,malignant,cy94_cd45neg_cd90pos_H02_S374_comb,B,B
cy79-p3-CD45-pos-PD1-neg-A04-S100-comb,19.0264423,-74.86887157,cy79-p4-CD45-neg-PDL1-pos-F04-S448-comb,malignant,malignant,cy94_cd45pos_4_A10_S10_comb,T,T
cy79-p3-CD45-pos-PD1-neg-A07-S103-comb,26.26512082,47.69378457,cy81-Bulk-CD45-neg-E03-S147-comb,Endothelial,Endothelial,cy94_cd45pos_4_D10_S46_comb,T,T
cy79-p3-CD45-pos-PD1-neg-G11-S179-comb,22.06106154,-76.56987645,cy79-p5-CD45-neg-PDL1-pos-B03-S687-comb,undefined,undefined,cy94_cd45pos_4_D09_S45_comb,T,T
cy79-p3-CD45-pos-PD1-neg-E06-S150-comb,-0.618804207,61.88365755,cy79-p4-CD45-pos-PD1-pos-A08-S296-comb,T,T,cy94_cd45neg_cd90pos_B08_S308_comb,undefined,undefined
cy79-p3-CD45-pos-PD1-neg-G07-S175-comb,17.05612434,-75.37899335,cy79-p4-CD45-pos-PD1-pos-F09-S357-comb,T,T,cy94_cd45pos_F10_S166_comb,T,T
cy79-p3-CD45-pos-PD1-neg-G04-S172-comb,16.69402746,-65.76772709,cy79-p5-CD45-pos-PD1-pos-B03-S591-comb,T,T,cy94_cd45pos_A07_S103_comb,undefined,undefined
cy79-p3-CD45-pos-PD1-neg-A10-S106-comb,27.77527436,39.93725297,cy79-p5-CD45-pos-PD1-pos-G07-S655-comb,T,T,cy88_cd45pos_5_G04_S268_comb,B,B
cy79-p3-CD45-neg-PDL1-neg-A12-S204-comb,90.48458267,18.84898024,cy79-p4-CD45-neg-PDL1-neg-D08-S1100-comb,malignant,malignant,cy94_cd45pos_4_B11_S23_comb,T,T
cy79-p3-CD45-pos-PD1-neg-C05-S125-comb,17.98481955,-76.04555011,cy79-p5-CD45-pos-PD1-pos-D05-S617-comb,T,T,cy94_cd45neg_cd90pos_G11_S371_comb,B,B
cy79-p3-CD45-pos-PD1-neg-G05-S173-comb,15.17589537,-65.9656543,cy79-p5-CD45-pos-PD1-pos-A08-S584-comb,T,T,cy94_cd45pos_4_C03_S27_comb,B,B
cy79-p3-CD45-pos-PD1-neg-G12-S180-comb,21.88033033,-79.44567579,cy82-CD45-pos-3-A12-S12-comb,malignant,malignant,cy94_cd45pos_H06_S186_comb,T,T
cy79-p3-CD45-pos-PD1-neg-F05-S161-comb,16.5894359,-76.09758795,cy79-p4-CD45-pos-PD1-pos-G11-S371-comb,T,T,cy88_cd45pos_5_G03_S267_comb,Macrophage,Macrophage
CY80-neg-D06-S42-comb,91.69251616,25.89138418,cy79-p5-CD45-neg-PDL1-neg-F04-S832-comb,undefined,undefined,cy94_cd45pos_4_C04_S28_comb,B,B
CY80-neg-C11-S35-comb,68.52076676,19.05187184,cy81-Bulk-CD45-neg-B02-S110-comb,malignant,malignant,cy94_cd45neg_cd90pos_A12_S300_comb,undefined,undefined
CY80-neg-B06-S18-comb,91.33485942,27.93973305,cy80-CD45-neg-A06-S870-comb,malignant,malignant,cy94_cd45pos_B12_S120_comb,undefined,undefined
CY80-neg-C09-S33-comb,93.52811386,23.65499435,cy79-p4-CD45-pos-PD1-pos-A02-S290-comb,T,T,cy88_cd45pos_5_B02_S206_comb,undefined,undefined
CY80-neg-E03-S51-comb,91.82750155,27.07909315,cy79-p4-CD45-neg-PDL1-pos-B12-S408-comb,malignant,malignant,cy94_cd45pos_4_H05_S89_comb,undefined,undefined
CY80-neg-C10-S34-comb,92.75138931,21.27551944,cy79-p4-CD45-neg-PDL1-pos-G09-S465-comb,malignant,malignant,cy94_cd45pos_B02_S110_comb,undefined,undefined
CY80-neg-G06-S78-comb,68.45899427,21.55892396,cy81-Bulk-CD45-neg-B04-S112-comb,malignant,malignant,cy94_cd45pos_C05_S125_comb,T,T
CY80-neg-E01-S49-comb,93.16194832,22.18211537,cy82-CD45-pos-3-H12-S96-comb,malignant,malignant,cy94_cd45neg_cd90pos_C05_S317_comb,CAF,CAF
CY80-neg-C04-S28-comb,92.30358348,27.53598008,cy79-p5-CD45-neg-PDL1-neg-H11-S863-comb,malignant,malignant,cy94_cd45pos_F08_S164_comb,T,T
CY80-neg-H09-S93-comb,92.72554142,20.12554046,cy79-p4-CD45-pos-PD1-pos-E08-S344-comb,T,T,cy94_cd45pos_4_B07_S19_comb,T,T
CY80-neg-H10-S94-comb,90.54113136,27.70265211,cy79-p4-CD45-pos-PD1-pos-G04-S364-comb,T,T,cy94_cd45pos_4_A03_S3_comb,T,T
cy80-CD45-neg-F02-S446-comb,-42.14377061,-11.34736388,cy79-p5-CD45-neg-PDL1-neg-D02-S806-comb,malignant,malignant,cy94_cd45pos_B01_S109_comb,B,B
cy84-Met-CD45-pos-B03-S879-comb,57.96974373,-67.4840434,cy79-p5-CD45-neg-PDL1-neg-B07-S787-comb,malignant,malignant,cy94_cd45pos_4_D12_S48_comb,B,B
cy84-Met-CD45-pos-A09-S873-comb,-34.23920577,48.58605553,cy82-CD45-pos-3-B08-S20-comb,NK,NK,cy94_cd45pos_C02_S122_comb,T,T
cy80-CD45-neg-A09-S393-comb,-22.5503765,-11.66427786,cy79-p4-CD45-neg-PDL1-pos-F01-S445-comb,malignant,malignant,cy94_cd45pos_F09_S165_comb,B,B
cy80-CD45-neg-H12-S480-comb,-5.018576416,-29.07262713,cy82-CD45-pos-1-H12-S576-comb,malignant,malignant,cy94_cd45neg_cd90pos_C02_S314_comb,undefined,undefined
cy84-Met-CD45-pos-C08-S896-comb,-26.64273331,31.1748829,cy81-FNA-CD45-neg-D12-S1008-comb,malignant,malignant,cy94_cd45pos_4_B04_S16_comb,B,B
cy80-CD45-neg-C11-S419-comb,-37.9197921,-32.57621984,cy79-p5-CD45-neg-PDL1-neg-A08-S776-comb,malignant,malignant,cy94_cd45pos_F02_S158_comb,T,T
cy80-CD45-neg-E11-S443-comb,-43.51848987,-28.70814557,cy79-p5-CD45-pos-PD1-pos-H01-S661-comb,T,T,cy94_cd45neg_cd90pos_G03_S363_comb,undefined,undefined
cy84-Met-CD45-pos-G05-S941-comb,8.406569188,38.4631784,cy79-p4-CD45-neg-PDL1-neg-B12-S1080-comb,malignant,malignant,cy94_cd45pos_H03_S183_comb,T,T
cy84-Met-CD45-pos-F09-S933-comb,-57.49941971,5.249143145,cy79-p4-CD45-pos-PD1-pos-D09-S333-comb,T,T,cy94_cd45pos_4_G02_S74_comb,undefined,undefined
cy80-CD45-neg-B11-S407-comb,23.02005745,30.50018022,cy79-p4-CD45-neg-PDL1-neg-G02-S1130-comb,malignant,malignant,cy94_cd45pos_H11_S191_comb,T,T
cy84-Met-CD45-pos-D03-S903-comb,8.209069699,36.15029181,cy79-p5-CD45-pos-PD1-pos-H04-S664-comb,T,T,cy94_cd45pos_4_G04_S76_comb,B,B
cy80-CD45-neg-F06-S450-comb,-21.7002633,-9.646055067,cy79-p5-CD45-neg-PDL1-pos-C05-S701-comb,malignant,malignant,cy94_cd45neg_cd90pos_B07_S307_comb,CAF,CAF
cy84-Met-CD45-pos-H10-S958-comb,50.71121794,-56.47565376,cy82-CD45-pos-3-A08-S8-comb,malignant,malignant,cy88_cd45pos_5_E02_S242_comb,undefined,undefined
cy84-Met-CD45-pos-B05-S881-comb,-2.470838985,20.12287929,cy81-FNA-CD45-neg-E08-S1016-comb,malignant,malignant,cy94_cd45neg_cd90pos_E06_S342_comb,T,T
cy80-CD45-neg-B06-S402-comb,-5.166853315,-28.94713398,cy81-Bulk-CD45-neg-A07-S103-comb,malignant,malignant,cy94_cd45pos_B09_S117_comb,undefined,undefined
cy80-CD45-neg-G12-S468-comb,-0.062985542,16.51228575,cy79-p5-CD45-neg-PDL1-pos-E01-S721-comb,malignant,malignant,cy94_cd45pos_H12_S192_comb,T,T
cy80-CD45-neg-A07-S391-comb,-0.502977209,17.08114041,cy79-p4-CD45-pos-PD1-pos-A07-S295-comb,T,T,cy94_cd45pos_H02_S182_comb,T,T
cy80-CD45-neg-A05-S389-comb,-4.383596153,15.7448001,cy79-p4-CD45-pos-PD1-pos-H12-S384-comb,T,T,cy94_cd45pos_A04_S100_comb,undefined,undefined
cy80-CD45-neg-D03-S423-comb,-46.76124024,-7.505708825,cy81-Bulk-CD45-neg-H07-S187-comb,malignant,malignant,cy88_cd45pos_5_B05_S209_comb,B,B
cy80-CD45-neg-F12-S456-comb,-1.100058677,-28.03585748,cy79-p4-CD45-pos-PD1-pos-H08-S380-comb,T,T,cy94_cd45pos_G09_S177_comb,undefined,undefined
cy80-CD45-neg-D02-S422-comb,57.53044498,-66.64043132,cy79-p4-CD45-neg-PDL1-neg-A10-S1066-comb,malignant,malignant,cy88_cd45pos_5_C02_S218_comb,undefined,undefined
cy84-Primary-CD45-neg-G03-S1035-comb,68.89750849,25.37609077,cy79-p4-CD45-neg-PDL1-pos-G10-S466-comb,malignant,malignant,cy94_cd45neg_cd90pos_H07_S379_comb,B,B
cy80-CD45-neg-C08-S416-comb,7.778844965,-19.96063444,cy79-p4-CD45-pos-PD1-pos-E03-S339-comb,T,T,cy94_cd45pos_B05_S113_comb,T,T
cy80-CD45-neg-E04-S436-comb,7.690583643,35.83790899,cy79-p5-CD45-pos-PD1-pos-A11-S587-comb,T,T,cy94_cd45pos_C09_S129_comb,undefined,undefined
cy80-CD45-neg-D07-S427-comb,7.457409999,-18.59193164,cy79-p5-CD45-pos-PD1-pos-A02-S578-comb,T,T,cy94_cd45pos_4_H12_S96_comb,B,B
cy80-CD45-neg-H03-S471-comb,1.449379372,23.8178962,cy79-p4-CD45-neg-PDL1-pos-F10-S454-comb,malignant,malignant,cy88_cd45pos_5_D03_S231_comb,B,B
cy80-CD45-neg-G01-S457-comb,-66.25737385,28.49968384,cy81-FNA-CD45-neg-E01-S1009-comb,malignant,malignant,cy94_cd45neg_cd90pos_A09_S297_comb,Endothelial,Endothelial
cy80-CD45-neg-B05-S401-comb,7.365484433,-18.29318996,cy79-p5-CD45-neg-PDL1-pos-G06-S750-comb,malignant,malignant,cy94_cd45pos_D01_S133_comb,undefined,undefined
cy80-CD45-neg-C12-S420-comb,-24.23048667,-10.47196335,cy81-FNA-CD45-neg-F01-S1021-comb,malignant,malignant,CY88CD45POS_2_D12_S432_comb,Macrophage,Macrophage
cy80-CD45-neg-A12-S396-comb,-26.12232198,28.37475817,cy79-p5-CD45-neg-PDL1-pos-C02-S698-comb,malignant,malignant,CY88CD45POS_2_C11_S419_comb,T,T
cy80-CD45-neg-A10-S394-comb,3.966278112,-29.81499739,cy79-p4-CD45-pos-PD1-pos-H02-S374-comb,T,T,CY94CD45POS_1_G06_S174_comb,T,T
cy80-CD45-neg-F04-S448-comb,-24.74811145,-8.238783329,cy79-p4-CD45-neg-PDL1-neg-A02-S1058-comb,malignant,malignant,CY88CD45_150813_E07_S343_comb,T,T
cy80-CD45-neg-G02-S458-comb,18.43668103,-21.48808013,cy79-p5-CD45-neg-PDL1-pos-D07-S715-comb,malignant,malignant,CY88CD45POS_2_E03_S435_comb,T,T
cy84-Met-CD45-pos-B02-S878-comb,8.551189047,36.24542266,cy81-FNA-CD45-neg-H02-S1046-comb,malignant,malignant,CY88CD45POS_2_G05_S461_comb,B,B
cy80-CD45-neg-F10-S454-comb,23.95975619,-74.18815006,cy82-CD45-pos-1-C04-S508-comb,T,T,CY88CD45_150813_C03_S315_comb,Macrophage,Macrophage
cy80-CD45-neg-A11-S395-comb,-25.29058544,28.27749721,cy81-FNA-CD45-neg-B03-S975-comb,malignant,malignant,CY94CD45POS_1_D02_S134_comb,undefined,undefined
cy84-Met-CD45-pos-B07-S883-comb,7.866603921,39.54161669,cy81-Bulk-CD45-neg-H02-S182-comb,malignant,malignant,CY94CD45POS_1_D11_S143_comb,T,T
cy80-CD45-neg-D01-S421-comb,5.599649451,-45.70000545,cy80-CD45-neg-A10-S874-comb,malignant,malignant,CY88CD45POS_2_F04_S448_comb,Macrophage,Macrophage
cy80-CD45-neg-H07-S475-comb,-50.38225838,-4.803746626,cy79-p5-CD45-neg-PDL1-neg-E04-S820-comb,malignant,malignant,CY88CD45_150813_G04_S364_comb,malignant,malignant
cy80-CD45-neg-E02-S434-comb,5.683795074,-45.65854511,cy79-p5-CD45-pos-PD1-pos-B02-S590-comb,T,T,CY88CD45POS_2_D05_S425_comb,undefined,undefined
cy80-CD45-neg-C05-S413-comb,-48.31136299,-5.46314211,cy79-p4-CD45-pos-PD1-pos-B06-S306-comb,T,T,CY88CD45_150813_D04_S328_comb,T,T
cy84-Met-CD45-pos-H09-S957-comb,72.76373775,-17.65722134,cy81-FNA-CD45-neg-E10-S1018-comb,malignant,malignant,CY88CD45POS_2_G03_S459_comb,Macrophage,Macrophage
cy80-CD45-neg-D04-S424-comb,-25.02893423,-7.319079121,cy79-p4-CD45-neg-PDL1-pos-G02-S458-comb,malignant,malignant,CY88CD45POS_2_D06_S426_comb,Macrophage,Macrophage
cy80-CD45-neg-E10-S442-comb,-26.87908762,-8.259875942,cy79-p5-CD45-pos-PD1-pos-D10-S622-comb,T,T,CY88CD45POS_2_E09_S441_comb,undefined,undefined
cy84-Met-CD45-pos-G01-S937-comb,9.777284819,37.08954328,cy79-p5-CD45-pos-PD1-pos-B05-S593-comb,T,T,CY94CD45POS_1_B11_S119_comb,T,T
cy80-CD45-neg-C04-S412-comb,-22.73729982,-9.315076256,cy79-p5-CD45-neg-PDL1-pos-B08-S692-comb,malignant,malignant,CY94CD45POS_1_F10_S166_comb,undefined,undefined
cy84-Met-CD45-pos-B04-S880-comb,-25.9851876,32.26673092,cy79-p4-CD45-pos-PD1-pos-C02-S314-comb,T,T,CY94CD45POS_1_H09_S189_comb,undefined,undefined
cy80-CD45-neg-A06-S390-comb,69.78950863,-15.32013548,cy81-FNA-CD45-neg-H10-S1054-comb,malignant,malignant,CY94CD45POS_1_H08_S188_comb,T,T
cy80-CD45-neg-G08-S464-comb,-23.2651375,30.4691498,cy79-p4-CD45-neg-PDL1-neg-H07-S1147-comb,malignant,malignant,CY88CD45POS_2_A06_S390_comb,undefined,undefined
cy84-Met-CD45-pos-A02-S866-comb,47.59116193,-76.56193864,cy79-p4-CD45-pos-PD1-pos-H01-S373-comb,T,T,CY88CD45POS_7_F09_S261_comb,Macrophage,Macrophage
cy80-CD45-neg-B12-S408-comb,-22.64464379,-11.20614471,cy79-p5-CD45-neg-PDL1-pos-F03-S735-comb,malignant,malignant,CY88CD45_150813_D11_S335_comb,Macrophage,Macrophage
cy80-CD45-neg-E01-S433-comb,5.909872174,-45.59506744,cy79-p5-CD45-neg-PDL1-pos-B12-S696-comb,malignant,malignant,CY88CD45_150813_H07_S379_comb,Macrophage,Macrophage
cy80-CD45-neg-C07-S415-comb,-23.91385882,-8.644780592,cy79-p5-CD45-neg-PDL1-neg-D08-S812-comb,malignant,malignant,CY94CD45POS_1_D05_S137_comb,undefined,undefined
cy84-Met-CD45-pos-F10-S934-comb,-26.81127871,31.89827541,cy82-CD45-pos-3-G11-S83-comb,undefined,undefined,CY88CD45POS_7_C03_S219_comb,B,B
cy80-CD45-neg-F05-S449-comb,-23.12431157,-7.43412721,cy81-FNA-CD45-neg-H11-S1055-comb,malignant,malignant,CY88CD45POS_7_C07_S223_comb,Macrophage,Macrophage
cy80-CD45-neg-H01-S469-comb,23.71618254,-60.27202902,cy79-p4-CD45-neg-PDL1-neg-F04-S1120-comb,malignant,malignant,CY94CD45POS_1_F11_S167_comb,B,B
cy84-Met-CD45-pos-F04-S928-comb,8.21764183,37.47985199,cy79-p5-CD45-neg-PDL1-pos-D10-S718-comb,malignant,malignant,CY94CD45POS_1_A12_S108_comb,B,B
cy80-CD45-neg-C01-S409-comb,-41.69795195,-28.93293843,cy79-p4-CD45-neg-PDL1-neg-H02-S1142-comb,malignant,malignant,CY94CD45POS_1_B10_S118_comb,T,T
cy84-Met-CD45-pos-A01-S865-comb,74.41626314,-17.43820111,cy79-p4-CD45-neg-PDL1-pos-B09-S405-comb,malignant,malignant,CY94CD45POS_1_E01_S145_comb,T,T
cy80-CD45-neg-B04-S400-comb,13.04996975,-56.22138651,cy79-p5-CD45-neg-PDL1-pos-B11-S695-comb,malignant,malignant,CY94CD45POS_1_H10_S190_comb,T,T
cy80-CD45-neg-F07-S451-comb,-30.0941892,-10.18858834,cy79-p5-CD45-neg-PDL1-pos-G08-S752-comb,malignant,malignant,CY88CD45POS_2_D01_S421_comb,Macrophage,Macrophage
cy80-CD45-neg-D11-S431-comb,-23.22034336,-8.552959908,cy79-p5-CD45-pos-PD1-pos-D08-S620-comb,T,T,CY94CD45POS_1_G11_S179_comb,T,T
cy84-Primary-CD45-neg-A12-S972-comb,87.26038094,19.66394388,cy79-p4-CD45-pos-PD1-pos-D07-S331-comb,T,T,CY88CD45_150813_H12_S384_comb,undefined,undefined
cy84-Met-CD45-pos-C07-S895-comb,1.041153383,30.12582586,cy79-p5-CD45-neg-PDL1-neg-H08-S860-comb,malignant,malignant,CY88CD45_150813_F01_S349_comb,T,T
cy80-CD45-neg-D09-S429-comb,26.0371106,31.38309269,cy79-p5-CD45-pos-PD1-pos-E07-S631-comb,T,T,CY94CD45POS_1_D08_S140_comb,undefined,undefined
cy84-Met-CD45-pos-G07-S943-comb,2.133119216,48.82244382,cy79-p4-CD45-pos-PD1-pos-E02-S338-comb,T,T,CY88CD45_150813_B03_S303_comb,T,T
cy84-Met-CD45-pos-H04-S952-comb,17.38869723,-81.91964493,cy79-p5-CD45-pos-PD1-pos-D11-S623-comb,T,T,CY94CD45POS_1_C07_S127_comb,T,T
cy80-CD45-neg-A03-S387-comb,-62.64502255,20.25854424,cy79-p4-CD45-pos-PD1-pos-D05-S329-comb,T,T,CY94CD45POS_1_F08_S164_comb,B,B
cy84-Met-CD45-pos-G09-S945-comb,-26.95052226,27.12635521,cy79-p5-CD45-pos-PD1-pos-G06-S654-comb,T,T,CY88CD45POS_7_D01_S229_comb,undefined,undefined
cy80-CD45-neg-F08-S452-comb,7.610997237,-19.15597808,cy79-p4-CD45-neg-PDL1-pos-E07-S439-comb,malignant,malignant,CY88CD45_150813_E01_S337_comb,T,T
cy80-CD45-neg-F11-S455-comb,39.42552387,-61.62591241,cy79-p4-CD45-neg-PDL1-pos-A05-S389-comb,malignant,malignant,CY94CD45POS_1_D09_S141_comb,T,T
cy84-Met-CD45-pos-D06-S906-comb,-38.96141256,-7.244621816,cy79-p5-CD45-pos-PD1-pos-G11-S659-comb,T,T,CY88CD45POS_7_D05_S233_comb,T,T
cy84-Met-CD45-pos-A04-S868-comb,-41.14606422,35.23833836,cy80-CD45-neg-C11-S899-comb,malignant,malignant,CY88CD45_150813_E03_S339_comb,T,T
cy84-Met-CD45-pos-A11-S875-comb,2.228170443,48.17877762,cy79-p5-CD45-pos-PD1-pos-H11-S671-comb,T,T,CY94CD45POS_1_B05_S113_comb,undefined,undefined
cy80-CD45-neg-G07-S463-comb,-22.93603986,-6.951123887,cy80-CD45-neg-C07-S895-comb,malignant,malignant,CY88CD45_150813_E06_S342_comb,T,T
cy80-CD45-neg-H11-S479-comb,-66.42569355,28.98114567,cy79-p5-CD45-neg-PDL1-pos-A08-S680-comb,malignant,malignant,CY94CD45POS_1_C04_S124_comb,undefined,undefined
cy80-CD45-neg-B08-S404-comb,-49.24951712,-6.659223644,cy80-CD45-neg-F07-S931-comb,Endothelial,Endothelial,CY88CD45POS_7_F05_S257_comb,B,B
cy84-Met-CD45-pos-H05-S953-comb,31.44644587,-68.33285827,cy79-p5-CD45-neg-PDL1-neg-B12-S792-comb,undefined,undefined,CY88CD45_150813_G02_S362_comb,T,T
cy84-Met-CD45-pos-B08-S884-comb,3.263449803,49.57761242,cy79-p4-CD45-neg-PDL1-pos-B01-S397-comb,malignant,malignant,CY88CD45POS_7_D03_S231_comb,B,B
cy80-CD45-neg-E06-S438-comb,-23.56714814,-9.042722986,cy79-p4-CD45-neg-PDL1-pos-G01-S457-comb,malignant,malignant,CY94CD45POS_1_F05_S161_comb,B,B
cy80-CD45-neg-D05-S425-comb,34.62050455,28.53079117,cy79-p5-CD45-neg-PDL1-pos-F07-S739-comb,malignant,malignant,CY94CD45POS_1_B02_S110_comb,undefined,undefined
cy80-CD45-neg-D08-S428-comb,16.89097516,55.62937739,cy79-p4-CD45-neg-PDL1-pos-F08-S452-comb,malignant,malignant,CY94CD45POS_1_B06_S114_comb,B,B
cy80-CD45-neg-E07-S439-comb,-47.81532509,-7.422321855,cy79-p5-CD45-neg-PDL1-neg-F09-S837-comb,malignant,malignant,CY94CD45POS_1_E12_S156_comb,T,T
cy84_Primary_CD45_pos_E03_S435_comb,34.39889611,-67.80585694,cy79-p4-CD45-pos-PD1-pos-C08-S320-comb,B,B,CY88CD45_150813_F03_S351_comb,undefined,undefined
cy84_Primary_CD45_pos_C05_S413_comb,-43.58885625,1.094464604,cy81-Bulk-CD45-neg-E11-S155-comb,malignant,malignant,CY94CD45POS_1_H05_S185_comb,B,B
cy84_Primary_CD45_pos_H12_S480_comb,34.48157099,-52.5581238,cy80-CD45-neg-B02-S878-comb,malignant,malignant,CY88CD45POS_2_D03_S423_comb,T,T
cy84_Primary_CD45_pos_E08_S440_comb,-45.19308833,67.38772259,cy79-p4-CD45-neg-PDL1-pos-E04-S436-comb,malignant,malignant,CY94CD45POS_1_E02_S146_comb,undefined,undefined
cy84_Primary_CD45_pos_A09_S393_comb,-0.358502689,39.61960586,cy79-p5-CD45-neg-PDL1-pos-E12-S732-comb,malignant,malignant,CY88CD45_150813_G07_S367_comb,T,T
cy84_Primary_CD45_pos_E05_S437_comb,9.399708497,63.10537807,cy80-CD45-neg-B12-S888-comb,malignant,malignant,CY94CD45POS_1_C01_S121_comb,undefined,undefined
cy84_Primary_CD45_pos_B03_S399_comb,39.8933862,-46.71381437,cy79-p4-CD45-pos-PD1-pos-C03-S315-comb,T,T,CY94CD45POS_1_B09_S117_comb,T,T
cy84_Primary_CD45_pos_H09_S477_comb,0.169756541,21.14593643,cy79-p5-CD45-pos-PD1-pos-C12-S612-comb,T,T,CY88CD45POS_2_F06_S450_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_A06_S390_comb,1.221415759,21.82884434,cy79-p4-CD45-neg-PDL1-neg-D10-S1102-comb,malignant,malignant,CY94CD45POS_1_H01_S181_comb,T,T
cy84_Primary_CD45_pos_G06_S462_comb,18.33606492,44.58408392,cy81-FNA-CD45-neg-C07-S991-comb,malignant,malignant,CY94CD45POS_1_A06_S102_comb,B,B
cy84_Primary_CD45_pos_D07_S427_comb,7.79062847,24.1293892,cy82-CD45-pos-3-D04-S40-comb,CAF,CAF,CY88CD45POS_2_D11_S431_comb,T,T
cy84_Primary_CD45_pos_B04_S400_comb,-2.700332985,25.09909853,cy79-p4-CD45-pos-PD1-pos-H05-S377-comb,T,T,CY94CD45POS_1_D07_S139_comb,B,B
cy84_Primary_CD45_pos_E02_S434_comb,-3.276509611,18.07885373,cy79-p5-CD45-pos-PD1-pos-H12-S672-comb,T,T,CY94CD45POS_1_A09_S105_comb,T,T
cy84_Primary_CD45_pos_H08_S476_comb,3.879343427,-38.75007098,cy79-p4-CD45-pos-PD1-pos-B12-S312-comb,T,T,CY88CD45_150813_F06_S354_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_B08_S404_comb,-47.62350665,69.5076588,cy79-p4-CD45-neg-PDL1-neg-G11-S1139-comb,malignant,malignant,CY94CD45POS_1_G04_S172_comb,T,T
cy84_Primary_CD45_pos_C06_S414_comb,-18.60103748,29.87553948,cy80-CD45-neg-B10-S886-comb,malignant,malignant,CY88CD45POS_2_F02_S446_comb,undefined,undefined
cy84_Primary_CD45_pos_E06_S438_comb,35.55729027,-63.93374025,cy80-CD45-neg-A07-S871-comb,malignant,malignant,CY94CD45POS_1_H02_S182_comb,T,T
cy84_Primary_CD45_pos_G04_S460_comb,38.36900123,-21.07673624,cy79-p4-CD45-neg-PDL1-neg-B06-S1074-comb,malignant,malignant,CY88CD45POS_7_F01_S253_comb,T,T
cy84_Primary_CD45_pos_H02_S470_comb,-3.435306781,27.80878503,cy79-p4-CD45-pos-PD1-pos-A11-S299-comb,T,T,CY88CD45POS_7_H05_S281_comb,T,T
cy84_Primary_CD45_pos_B11_S407_comb,-16.12004365,26.88368958,cy80-CD45-neg-E04-S916-comb,malignant,malignant,CY88CD45POS_7_G05_S269_comb,T,T
cy84_Primary_CD45_pos_E01_S433_comb,75.86057881,-18.17955009,cy79-p5-CD45-pos-PD1-pos-G09-S657-comb,T,T,CY94CD45POS_1_G02_S170_comb,undefined,undefined
cy84_Primary_CD45_pos_E04_S436_comb,22.78185554,52.59414726,cy79-p5-CD45-pos-PD1-pos-C06-S606-comb,T,T,CY88CD45_150813_G05_S365_comb,T,T
cy84_Primary_CD45_pos_D10_S430_comb,-44.26782897,-9.652591484,cy79-p4-CD45-pos-PD1-pos-B08-S308-comb,T,T,CY88CD45_150813_C02_S314_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_G02_S458_comb,33.16180617,-56.09914812,cy79-p4-CD45-neg-PDL1-neg-C04-S1084-comb,B,B,CY88CD45POS_7_G07_S271_comb,T,T
cy84_Primary_CD45_pos_B07_S403_comb,-39.53133668,-0.360861647,cy79-p4-CD45-neg-PDL1-pos-B04-S400-comb,malignant,malignant,CY88CD45_150813_H06_S378_comb,undefined,undefined
cy84_Primary_CD45_pos_D11_S431_comb,1.473718723,18.49656878,cy81-Bulk-CD45-neg-D05-S137-comb,malignant,malignant,CY94CD45POS_1_A02_S98_comb,T,T
cy84_Primary_CD45_pos_A04_S388_comb,44.28096124,-55.13952256,cy82-CD45-pos-3-G06-S78-comb,malignant,malignant,CY88CD45POS_2_H11_S479_comb,B,B
cy84_Primary_CD45_pos_B09_S405_comb,13.28280304,32.34923709,cy80-CD45-neg-C01-S889-comb,malignant,malignant,CY94CD45POS_1_C03_S123_comb,undefined,undefined
