Column1,Column2,Column3,Column1,Column2,Column3,,,
NAME,X,Y,NAME,CLUSTER,SUB-CLUSTER,,,
TYPE,numeric,numeric,TYPE,group,group,,,
cy84_Primary_CD45_pos_A12_S396_comb,40.66166249,-48.38392166,cy81-Bulk-CD45-neg-E10-S154-comb,malignant,malignant,CY88CD45_150813_D09_S333_comb,B,B
cy84_Primary_CD45_pos_D12_S432_comb,44.1838444,-57.04184522,cy82-CD45-pos-1-D05-S521-comb,undefined,undefined,CY88CD45_150813_C11_S323_comb,undefined,undefined
cy84_Primary_CD45_pos_B10_S406_comb,0.830275346,37.52623262,cy81-Bulk-CD45-neg-H11-S191-comb,malignant,malignant,CY88CD45POS_2_C05_S413_comb,T,T
cy84_Primary_CD45_pos_A10_S394_comb,24.35775998,-49.96851199,cy79-p5-CD45-neg-PDL1-pos-H12-S768-comb,malignant,malignant,CY94CD45POS_1_G10_S178_comb,B,B
cy84_Primary_CD45_pos_G05_S461_comb,10.49224969,46.27618187,cy79-p5-CD45-pos-PD1-pos-E05-S629-comb,T,T,CY88CD45_150813_G09_S369_comb,T,T
cy84_Primary_CD45_pos_E09_S441_comb,-2.254955782,21.33757416,cy79-p4-CD45-neg-PDL1-neg-A04-S1060-comb,malignant,malignant,CY88CD45_150813_E11_S347_comb,T,T
cy84_Primary_CD45_pos_H10_S478_comb,-24.11371109,50.75424808,cy79-p4-CD45-pos-PD1-pos-B01-S301-comb,T,T,CY94CD45POS_1_A05_S101_comb,B,B
cy84_Primary_CD45_pos_C07_S415_comb,-42.43302206,68.45765369,cy79-p5-CD45-pos-PD1-pos-F07-S643-comb,T,T,CY94CD45POS_1_F02_S158_comb,T,T
cy84_Primary_CD45_pos_H11_S479_comb,-19.43737258,16.8458658,cy79-p4-CD45-neg-PDL1-neg-C05-S1085-comb,malignant,malignant,CY88CD45POS_7_F07_S259_comb,T,T
cy84_Primary_CD45_pos_G09_S465_comb,42.91027463,-45.79961031,cy81-Bulk-CD45-neg-D10-S142-comb,malignant,malignant,CY94CD45POS_1_E07_S151_comb,B,B
cy84_Primary_CD45_pos_H01_S469_comb,30.68569243,-56.21997495,cy79-p5-CD45-pos-PD1-pos-F01-S637-comb,T,T,CY94CD45POS_1_C12_S132_comb,T,T
cy84_Primary_CD45_pos_A11_S395_comb,42.74835818,-42.11941345,cy79-p4-CD45-neg-PDL1-neg-B05-S1073-comb,malignant,malignant,CY88CD45_150813_G11_S371_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_D01_S421_comb,28.78977708,-39.02946027,cy79-p5-CD45-neg-PDL1-pos-D02-S710-comb,malignant,malignant,CY88CD45POS_2_F01_S445_comb,undefined,undefined
cy84_Primary_CD45_pos_C03_S411_comb,-24.79643878,-21.03231106,cy79-p4-CD45-neg-PDL1-neg-G09-S1137-comb,malignant,malignant,CY88CD45_150813_A01_S289_comb,undefined,undefined
cy84_Primary_CD45_pos_A01_S385_comb,-40.85183177,-1.288546834,cy79-p5-CD45-pos-PD1-pos-B06-S594-comb,T,T,CY94CD45POS_1_G07_S175_comb,T,T
cy84_Primary_CD45_pos_D02_S422_comb,42.42461257,-49.3565894,cy79-p4-CD45-pos-PD1-pos-E10-S346-comb,T,T,CY88CD45POS_7_E01_S241_comb,T,T
cy84_Primary_CD45_pos_C04_S412_comb,-28.8298911,35.838679,cy81-Bulk-CD45-neg-F02-S158-comb,malignant,malignant,CY94CD45POS_1_C05_S125_comb,B,B
cy84_Primary_CD45_pos_A03_S387_comb,38.59742352,-47.20149969,cy82-CD45-neg-2-E02-S242-comb,CAF,CAF,CY88CD45_150813_E09_S345_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_C09_S417_comb,39.27681722,-51.13537025,cy79-p5-CD45-neg-PDL1-neg-C12-S804-comb,malignant,malignant,CY88CD45POS_7_B03_S207_comb,T,T
cy84_Primary_CD45_pos_B05_S401_comb,39.26272043,-52.63942561,cy79-p4-CD45-neg-PDL1-neg-G05-S1133-comb,malignant,malignant,CY94CD45POS_1_F01_S157_comb,T,T
cy84_Primary_CD45_pos_G12_S468_comb,28.01483504,61.23413544,cy79-p4-CD45-neg-PDL1-neg-E03-S1107-comb,malignant,malignant,CY88CD45POS_2_C07_S415_comb,T,T
cy84_Primary_CD45_pos_E10_S442_comb,22.31669025,-42.1087207,cy81-FNA-CD45-neg-G07-S1039-comb,malignant,malignant,CY94CD45POS_1_H11_S191_comb,T,T
cy84_Primary_CD45_pos_C10_S418_comb,16.68434482,43.12956989,cy80-CD45-neg-A12-S876-comb,malignant,malignant,CY88CD45_150813_G06_S366_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_B12_S408_comb,-33.97327574,-30.31391212,cy79-p5-CD45-pos-PD1-pos-F11-S647-comb,T,T,CY88CD45POS_2_B09_S405_comb,B,B
cy84_Primary_CD45_pos_G03_S459_comb,-44.98645434,68.33547774,cy79-p4-CD45-pos-PD1-pos-B09-S309-comb,T,T,CY94CD45POS_1_D12_S144_comb,T,T
cy84_Primary_CD45_pos_D08_S428_comb,42.07898399,-51.03893905,cy81-FNA-CD45-neg-G05-S1037-comb,malignant,malignant,CY88CD45POS_2_D02_S422_comb,undefined,undefined
cy84_Primary_CD45_pos_G10_S466_comb,-42.40530062,-31.25194548,cy79-p5-CD45-pos-PD1-pos-E11-S635-comb,T,T,CY88CD45POS_7_B01_S205_comb,CAF,CAF
cy84_Primary_CD45_pos_H03_S471_comb,15.49944734,44.48900106,cy79-p4-CD45-pos-PD1-pos-C07-S319-comb,T,T,CY94CD45POS_1_E09_S153_comb,B,B
cy84_Primary_CD45_pos_B06_S402_comb,-46.26189816,70.87819203,cy79-p4-CD45-pos-PD1-pos-B04-S304-comb,T,T,CY88CD45POS_2_D07_S427_comb,T,T
cy84_Primary_CD45_pos_D09_S429_comb,8.824739275,29.8221804,cy79-p5-CD45-neg-PDL1-neg-G02-S842-comb,malignant,malignant,CY88CD45_150813_C05_S317_comb,T,T
cy84_Primary_CD45_pos_G07_S463_comb,-2.907848027,35.14198338,cy79-p4-CD45-pos-PD1-pos-G09-S369-comb,T,T,CY88CD45_150813_E05_S341_comb,B,B
cy84_Primary_CD45_pos_C11_S419_comb,-37.99292953,59.56017225,cy81-Bulk-CD45-neg-H03-S183-comb,malignant,malignant,CY88CD45_150813_A12_S300_comb,undefined,undefined
cy84_Primary_CD45_pos_D03_S423_comb,-15.26971756,28.90112934,cy79-p5-CD45-neg-PDL1-neg-A10-S778-comb,malignant,malignant,CY88CD45POS_7_E07_S247_comb,T,T
cy84_Primary_CD45_pos_H06_S474_comb,47.02467878,-39.1223386,cy79-p4-CD45-pos-PD1-pos-B02-S302-comb,T,T,CY94CD45POS_1_C02_S122_comb,undefined,undefined
cy84_Primary_CD45_pos_G08_S464_comb,-39.76865594,-37.90052217,cy79-p4-CD45-neg-PDL1-pos-E06-S438-comb,malignant,malignant,CY88CD45POS_2_D04_S424_comb,Macrophage,Macrophage
cy84_Primary_CD45_pos_D06_S426_comb,1.392137261,34.58827525,cy79-p5-CD45-neg-PDL1-pos-G09-S753-comb,undefined,undefined,CY88CD45POS_7_G02_S266_comb,T,T
cy84_Primary_CD45_pos_B02_S398_comb,33.74623028,-42.49968864,cy79-p5-CD45-neg-PDL1-neg-H12-S864-comb,malignant,malignant,CY88CD45POS_7_B09_S213_comb,T,T
cy84_Primary_CD45_pos_E07_S439_comb,40.5716551,-55.56182584,cy79-p4-CD45-neg-PDL1-pos-F05-S449-comb,malignant,malignant,CY88CD45_150813_C01_S313_comb,undefined,undefined
cy84_Primary_CD45_pos_G11_S467_comb,38.21746874,-54.24739694,cy80-CD45-neg-B06-S882-comb,Endothelial,Endothelial,CY88CD45POS_7_F02_S254_comb,B,B
cy84_Primary_CD45_pos_C08_S416_comb,77.49684743,-11.57202869,cy79-p5-CD45-neg-PDL1-pos-H02-S758-comb,malignant,malignant,CY94CD45POS_1_A03_S99_comb,T,T
cy84_Primary_CD45_pos_H07_S475_comb,-73.18013763,23.28957527,cy79-p5-CD45-neg-PDL1-pos-G10-S754-comb,malignant,malignant,CY94CD45POS_1_E06_S150_comb,undefined,undefined
cy60_1_cd_45_pos_3_E10_S346_comb,-43.42411826,66.48929093,cy79-p4-CD45-neg-PDL1-neg-C06-S1086-comb,undefined,undefined,CY88CD45POS_7_H03_S279_comb,T,T
cy60_1_cd_45_pos_4_B04_S16_comb,-2.707834655,25.09856784,cy79-p4-CD45-pos-PD1-pos-G10-S370-comb,T,T,CY88CD45_150813_D01_S325_comb,T,T
cy60_1_cd_45_pos_4_G06_S78_comb,18.32208713,44.58441278,cy79-p5-CD45-pos-PD1-pos-H03-S663-comb,T,T,CY94CD45POS_1_D01_S133_comb,T,T
cy60_1_cd_45_pos_3_C06_S318_comb,-46.03468183,-29.52690167,cy82-CD45-pos-1-E06-S534-comb,T,T,CY88CD45_150813_C09_S321_comb,T,T
cy60_1_cd_45_pos_4_B10_S22_comb,0.852408292,37.52089531,cy82-CD45-pos-1-B09-S501-comb,T,T,CY88CD45_150813_C07_S319_comb,B,B
cy60_1_cd_45_pos_4_A06_S6_comb,1.200073597,21.83108408,cy79-p4-CD45-pos-PD1-pos-H09-S381-comb,T,T,CY94CD45POS_1_A01_S97_comb,T,T
cy80_CD_90_pos_A04_S868_comb,68.96385282,28.01627647,cy79-p4-CD45-neg-PDL1-pos-E09-S441-comb,malignant,malignant,CY88CD45POS_7_D02_S230_comb,T,T
cy80_CD_90_pos_F08_S932_comb,69.23930947,26.63066233,cy79-p4-CD45-neg-PDL1-pos-D06-S426-comb,malignant,malignant,CY88CD45POS_2_H08_S476_comb,undefined,undefined
cy60_1_cd_45_pos_4_G12_S84_comb,28.01523669,61.23546632,cy79-p4-CD45-neg-PDL1-pos-C07-S415-comb,malignant,malignant,CY94CD45POS_1_H12_S192_comb,undefined,undefined
cy60_1_cd_45_pos_3_H11_S383_comb,-6.164807189,16.83053146,cy79-p5-CD45-neg-PDL1-neg-E03-S819-comb,malignant,malignant,CY88CD45POS_2_G11_S467_comb,undefined,undefined
cy60_1_cd_45_pos_3_A05_S293_comb,-11.81384573,40.98099464,cy79-p5-CD45-neg-PDL1-pos-F06-S738-comb,malignant,malignant,CY88CD45_150813_H04_S376_comb,undefined,undefined
cy88_cd_45_pos_G03_S459_comb,-11.58466397,36.71159352,cy79-p4-CD45-neg-PDL1-pos-C09-S417-comb,malignant,malignant,CY94CD45POS_1_C06_S126_comb,B,B
cy60_1_cd_45_pos_4_D03_S39_comb,-15.26424825,28.91204141,cy79-p5-CD45-neg-PDL1-neg-H05-S857-comb,malignant,malignant,CY88CD45POS_2_H10_S478_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A02_S962_comb,53.27502219,-46.34433142,cy79-p4-CD45-neg-PDL1-pos-E11-S443-comb,malignant,malignant,CY88CD45POS_2_E05_S437_comb,T,T
cy88_cd_45_pos_G09_S465_comb,83.51068656,-16.67602534,cy79-p5-CD45-neg-PDL1-neg-A03-S771-comb,malignant,malignant,CY94CD45POS_1_D10_S142_comb,T,T
cy60_1_cd_45_pos_3_C12_S324_comb,56.52408581,-52.66739625,cy80-CD45-neg-G06-S942-comb,malignant,malignant,CY94CD45POS_1_A10_S106_comb,B,B
cy60_1_cd_45_pos_3_F04_S352_comb,-8.536594275,25.58201934,cy79-p4-CD45-pos-PD1-pos-C05-S317-comb,T,T,CY88CD45_150813_C06_S318_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C07_S991_comb,50.85596168,-41.60033479,cy79-p5-CD45-pos-PD1-pos-C08-S608-comb,T,T,CY94CD45POS_1_E05_S149_comb,B,B
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E05_S1013_comb,38.13458828,-18.92505601,cy79-p5-CD45-neg-PDL1-neg-E06-S822-comb,malignant,malignant,CY88CD45POS_7_F03_S255_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A09_S969_comb,38.92060944,-22.40036392,cy79-p5-CD45-neg-PDL1-pos-E02-S722-comb,malignant,malignant,CY94CD45POS_1_F12_S168_comb,undefined,undefined
cy88_cd_45_pos_F11_S455_comb,-22.38826594,-4.329045132,cy82-CD45-pos-3-C06-S30-comb,undefined,undefined,CY88CD45POS_7_E05_S245_comb,T,T
cy60_1_cd_45_pos_3_E01_S337_comb,50.96756796,-52.82207021,cy82-CD45-pos-1-A07-S487-comb,T,T,CY88CD45_150813_G08_S368_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C11_S995_comb,53.41861506,-44.16839284,cy82-CD45-pos-3-E02-S50-comb,malignant,malignant,CY94CD45POS_1_F09_S165_comb,B,B
cy60_1_cd_45_pos_3_E12_S348_comb,51.32312626,-40.77280143,cy80-CD45-neg-G09-S945-comb,malignant,malignant,CY94CD45POS_1_H04_S184_comb,B,B
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C01_S985_comb,53.30547442,-49.64072104,cy79-p4-CD45-neg-PDL1-neg-F11-S1127-comb,malignant,malignant,CY88CD45POS_2_H09_S477_comb,Macrophage,Macrophage
cy88_cd_45_pos_3_F01_S637_comb,81.03553337,-16.05091988,cy79-p5-CD45-neg-PDL1-neg-D07-S811-comb,malignant,malignant,CY94CD45POS_1_H06_S186_comb,undefined,undefined
cy88_cd_45_pos_3_C01_S601_comb,-48.09646932,7.409401745,cy82-CD45-pos-3-G12-S84-comb,malignant,malignant,CY88CD45_150813_B01_S301_comb,T,T
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C10_S994_comb,-44.96662287,8.363293184,cy79-p5-CD45-neg-PDL1-pos-D03-S711-comb,malignant,malignant,CY94CD45POS_1_G05_S173_comb,undefined,undefined
cy60_1_cd_45_pos_3_A04_S292_comb,51.41543639,-51.517493,cy79-p5-CD45-neg-PDL1-neg-B11-S791-comb,malignant,malignant,CY94CD45POS_1_E10_S154_comb,B,B
cy88_cd_45_pos_C01_S409_comb,81.97108278,-16.34277967,cy79-p5-CD45-neg-PDL1-pos-E07-S727-comb,malignant,malignant,CY94CD45POS_1_A04_S100_comb,B,B
cy60_1_cd_45_pos_4_C03_S27_comb,-24.79723607,-21.03090757,cy79-p5-CD45-pos-PD1-pos-C04-S604-comb,T,T,CY88CD45_150813_B11_S311_comb,B,B
cy80_CD_90_pos_E04_S916_comb,69.70287267,28.24724791,cy82-CD45-pos-1-E09-S537-comb,T,T,CY94CD45POS_1_D06_S138_comb,undefined,undefined
cy88_cd_45_pos_3_F07_S643_comb,-13.0446742,39.63431557,cy82-CD45-pos-1-G08-S560-comb,malignant,malignant,CY88CD45_150813_F05_S353_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C06_S990_comb,52.60547035,-48.58350483,cy79-p4-CD45-pos-PD1-pos-D03-S327-comb,T,T,CY94CD45POS_1_D04_S136_comb,T,T
cy60_1_cd_45_pos_4_D01_S37_comb,28.81057267,-39.02389384,cy79-p5-CD45-pos-PD1-pos-C09-S609-comb,T,T,CY94CD45POS_1_G08_S176_comb,undefined,undefined
cy60_1_cd_45_pos_3_A03_S291_comb,-41.64018172,63.30215255,cy79-p4-CD45-pos-PD1-pos-D11-S335-comb,T,T,CY88CD45POS_2_G04_S460_comb,T,T
cy60_1_cd_45_neg_3_H07_S571_comb,61.21023476,4.897859274,cy81-FNA-CD45-neg-B07-S979-comb,malignant,malignant,CY88CD45POS_2_B05_S401_comb,T,T
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D01_S997_comb,-45.69219547,5.36152007,cy79-p4-CD45-pos-PD1-pos-B05-S305-comb,T,T,CY88CD45_150813_G12_S372_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_3_B01_S301_comb,-43.56229,64.99481957,cy79-p5-CD45-neg-PDL1-pos-C12-S708-comb,malignant,malignant,CY88CD45POS_2_F07_S451_comb,NK,NK
cy60_1_cd_45_pos_4_C05_S29_comb,-43.58690343,1.095949884,cy81-Bulk-CD45-neg-H08-S188-comb,malignant,malignant,CY94CD45POS_1_B01_S109_comb,B,B
cy60_1_cd_45_pos_3_A09_S297_comb,37.35177057,-19.45825896,cy79-p4-CD45-neg-PDL1-neg-B01-S1069-comb,malignant,malignant,CY94CD45POS_1_C10_S130_comb,T,T
cy88_cd_45_pos_C03_S411_comb,-54.86148873,-16.09012436,cy79-p5-CD45-neg-PDL1-pos-H07-S763-comb,malignant,malignant,CY88CD45POS_2_F03_S447_comb,T,T
cy60_1_cd_45_pos_4_E10_S58_comb,22.34787846,-42.12874409,cy80-CD45-neg-F11-S935-comb,malignant,malignant,CY88CD45POS_2_C09_S417_comb,T,T
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H09_S1053_comb,49.88451736,-42.7368201,cy79-p4-CD45-neg-PDL1-pos-B02-S398-comb,malignant,malignant,CY94CD45POS_1_B07_S115_comb,undefined,undefined
cy60_1_cd_45_pos_3_G01_S361_comb,-43.75843969,64.4962142,cy79-p4-CD45-neg-PDL1-neg-C10-S1090-comb,undefined,undefined,CY88CD45POS_7_C09_S225_comb,T,T
cy80_CD_90_pos_E09_S921_comb,67.74499063,29.26565215,cy79-p4-CD45-neg-PDL1-pos-E03-S435-comb,malignant,malignant,CY88CD45POS_7_D07_S235_comb,T,T
cy88_cd_45_pos_G07_S463_comb,82.95913962,-16.04223297,cy79-p4-CD45-pos-PD1-pos-F07-S355-comb,T,T,CY88CD45POS_2_G09_S465_comb,T,T
cy88_cd_45_pos_D11_S431_comb,-10.97126762,25.28605998,cy79-p5-CD45-pos-PD1-pos-H08-S668-comb,T,T,CY88CD45_150813_F08_S356_comb,undefined,undefined
cy60_1_cd_45_pos_3_A11_S299_comb,-48.030181,-27.39183587,cy80-CD45-neg-C05-S893-comb,Endothelial,Endothelial,CY88CD45POS_2_G07_S463_comb,undefined,undefined
cy80_CD_90_pos_D10_S910_comb,69.22272023,29.16939578,cy79-p5-CD45-pos-PD1-pos-H09-S669-comb,T,T,CY94CD45POS_1_B04_S112_comb,T,T
cy88_cd_45_pos_3_B07_S595_comb,-10.14159801,24.40606771,cy80-CD45-neg-D05-S905-comb,Endothelial,Endothelial,CY88CD45POS_7_E02_S242_comb,undefined,undefined
cy88_cd_45_pos_3_B05_S593_comb,-10.95098136,19.51971426,cy79-p4-CD45-pos-PD1-pos-H11-S383-comb,T,T,CY88CD45_150813_H11_S383_comb,T,T
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H12_S1056_comb,-45.48988712,-29.68026864,cy81-Bulk-CD45-neg-C01-S121-comb,malignant,malignant,CY88CD45POS_7_C01_S217_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_3_B11_S311_comb,-37.64895133,-36.8406938,cy80-CD45-neg-E09-S921-comb,malignant,malignant,CY94CD45POS_1_F07_S163_comb,B,B
cy60_1_cd_45_pos_3_C05_S317_comb,-6.783731153,20.49964487,cy82-CD45-pos-3-A10-S10-comb,malignant,malignant,CY94CD45POS_1_B03_S111_comb,T,T
cy88_cd_45_pos_D09_S429_comb,82.21041403,-14.84703233,cy80-CD45-neg-G08-S944-comb,malignant,malignant,CY94CD45POS_1_F04_S160_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_F04_S1024_comb,27.62950992,-49.3072716,cy79-p4-CD45-neg-PDL1-neg-E05-S1109-comb,malignant,malignant,CY88CD45_150813_D07_S331_comb,CAF,CAF
cy60_1_cd_45_pos_3_B12_S312_comb,49.38664985,-47.82491357,cy79-p4-CD45-neg-PDL1-neg-F05-S1121-comb,undefined,undefined,CY88CD45POS_7_E03_S243_comb,undefined,undefined
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_E04_S1012_comb,51.33184404,-48.13471492,cy81-Bulk-CD45-neg-A02-S98-comb,malignant,malignant,CY88CD45POS_2_G08_S464_comb,Macrophage,Macrophage
cy80_CD_90_pos_B04_S880_comb,69.90077359,27.56678245,cy81-Bulk-CD45-neg-E12-S156-comb,malignant,malignant,CY88CD45_150813_D05_S329_comb,NK,NK
cy60_1_cd_45_pos_3_D01_S325_comb,-15.76686943,38.43904598,cy82-CD45-pos-3-B09-S21-comb,T,T,CY88CD45_150813_B05_S305_comb,T,T
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_B10_S982_comb,55.42101899,-55.31310426,cy79-p4-CD45-neg-PDL1-pos-A09-S393-comb,malignant,malignant,CY94CD45POS_1_G01_S169_comb,T,T
cy60_1_cd_45_pos_4_G02_S74_comb,33.11607888,-56.14762087,cy79-p4-CD45-pos-PD1-pos-G01-S361-comb,T,T,CY88CD45POS_7_B11_S215_comb,Macrophage,Macrophage
cy88_cd_45_pos_B07_S403_comb,-12.60400551,34.07261793,cy79-p5-CD45-pos-PD1-pos-F04-S640-comb,T,T,CY88CD45_150813_F07_S355_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_4_D12_S48_comb,44.18229824,-56.9849198,cy79-p4-CD45-neg-PDL1-neg-F06-S1122-comb,malignant,malignant,CY94CD45POS_1_B12_S120_comb,undefined,undefined
cy60_1_cd_45_pos_3_A02_S290_comb,-47.71635858,-27.80389061,cy79-p4-CD45-pos-PD1-pos-D10-S334-comb,T,T,CY88CD45POS_2_F11_S455_comb,T,T
cy88_cd_45_pos_C09_S417_comb,-18.47207571,37.60700738,cy79-p4-CD45-neg-PDL1-neg-D02-S1094-comb,malignant,malignant,CY88CD45_150813_F09_S357_comb,T,T
cy88_cd_45_pos_E05_S437_comb,-29.47824395,-69.37505752,cy79-p4-CD45-neg-PDL1-neg-F01-S1117-comb,T,T,CY88CD45POS_2_G06_S462_comb,NK,NK
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D06_S1002_comb,56.07785882,-48.86118602,cy82-CD45-pos-3-C01-S25-comb,malignant,malignant,CY94CD45POS_1_C08_S128_comb,T,T
cy88_cd_45_pos_G05_S461_comb,-19.83220714,-67.57992556,cy81-FNA-CD45-neg-C06-S990-comb,malignant,malignant,CY88CD45_150813_B09_S309_comb,T,T
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_A05_S965_comb,53.5489085,-47.24762262,cy81-FNA-CD45-neg-H03-S1047-comb,malignant,malignant,CY88CD45POS_2_D09_S429_comb,T,T
cy88_cd_45_pos_C07_S415_comb,-20.02346291,36.79465934,cy79-p4-CD45-pos-PD1-pos-E12-S348-comb,T,T,CY94CD45POS_1_C09_S129_comb,T,T
cy88_cd_45_pos_E01_S433_comb,-17.39430383,34.77756254,cy79-p5-CD45-neg-PDL1-neg-G01-S841-comb,malignant,malignant,CY88CD45POS_7_B05_S209_comb,T,T
cy60_1_cd_45_pos_4_E09_S57_comb,-2.264972381,21.33591187,cy79-p4-CD45-pos-PD1-pos-D01-S325-comb,T,T,CY88CD45_150813_H10_S382_comb,T,T
cy60_1_cd_45_pos_3_G04_S364_comb,-7.803933221,26.66539687,cy79-p5-CD45-neg-PDL1-pos-B05-S689-comb,malignant,malignant,CY88CD45POS_2_F05_S449_comb,T,T
cy60_1_cd_45_pos_4_C10_S34_comb,16.70221783,43.11644252,cy79-p5-CD45-neg-PDL1-pos-C07-S703-comb,malignant,malignant,CY88CD45POS_2_B11_S407_comb,malignant,malignant
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_C12_S996_comb,56.69610473,-52.90829742,cy79-p4-CD45-neg-PDL1-pos-C01-S409-comb,malignant,malignant,CY88CD45POS_2_B01_S397_comb,T,T
cy88_cd_45_pos_G02_S458_comb,-9.222147811,18.77940117,cy79-p4-CD45-pos-PD1-pos-H10-S382-comb,T,T,CY88CD45POS_2_C01_S409_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_4_E02_S50_comb,-3.289001161,18.09378171,cy79-p4-CD45-pos-PD1-pos-B07-S307-comb,T,T,CY88CD45POS_2_H12_S480_comb,undefined,undefined
cy88_cd_45_pos_H10_S478_comb,-6.529326024,3.398865522,cy79-p4-CD45-pos-PD1-pos-C01-S313-comb,T,T,CY88CD45POS_7_B07_S211_comb,T,T
cy60_1_cd_45_pos_4_E06_S54_comb,35.52718875,-63.95049089,cy79-p4-CD45-neg-PDL1-pos-D10-S430-comb,malignant,malignant,CY88CD45_150813_E08_S344_comb,T,T
cy60_1_cd_45_pos_4_A10_S10_comb,24.36823339,-49.96766971,cy81-Bulk-CD45-neg-E07-S151-comb,malignant,malignant,CY94CD45POS_1_E04_S148_comb,NK,NK
cy60_1_cd_45_pos_3_H04_S376_comb,-24.69647813,38.25895612,cy74-CD45-pos-A12-S684-comb,T,T,CY94CD45POS_1_G09_S177_comb,B,B
cy88_cd_45_pos_F07_S451_comb,-12.34850539,39.61117859,cy80-CD45-pos-PD1-pos-E05-S149-comb,T,T,CY88CD45POS_7_D09_S237_comb,T,T
cy60_1_cd_45_pos_3_G02_S362_comb,55.23608598,-51.92545487,cy72-CD45-pos-H11-S959-comb,T,T,CY94CD45POS_1_E08_S152_comb,B,B
cy88_cd_45_pos_H07_S475_comb,-38.42668245,-33.81568096,cy58-1-CD45-pos-D08-S620-comb,T,T,CY88CD45_150813_B07_S307_comb,T,T
cy60_1_cd_45_pos_4_E07_S55_comb,40.56240114,-55.52987992,cy53-1-CD45-neg-C06-S318-comb,malignant,malignant,CY88CD45POS_2_C03_S411_comb,T,T
cy80_CD_90_pos_F09_S933_comb,66.18251251,21.91660013,cy72-CD45-pos-C08-S896-comb,T,T,CY94CD45POS_1_A11_S107_comb,T,T
cy60_1_cd_45_pos_4_B11_S23_comb,-16.11720723,26.89316248,cy82-CD45-pos-2-B09-S501-comb,T,T,CY88CD45POS_7_F04_S256_comb,Macrophage,Macrophage
cy80_CD_90_pos_F03_S927_comb,54.7954964,6.818665116,cy80-CD45-pos-PD1-pos-F11-S167-comb,T,T,CY94CD45POS_1_G12_S180_comb,B,B
cy60_1_cd_45_pos_3_C07_S319_comb,-13.78598223,40.92234656,cy58-1-CD45-pos-F12-S648-comb,T,T,CY88CD45POS_2_G01_S457_comb,undefined,undefined
cy88_cd_45_pos_E06_S438_comb,80.98071934,-14.57564206,cy74-CD45-pos-E12-S732-comb,T,T,CY88CD45POS_7_G04_S268_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_3_H12_S384_comb,-40.96313822,-32.77505647,cy72-CD45-pos-B07-S883-comb,T,T,CY88CD45POS_7_E09_S249_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_3_F03_S351_comb,50.66011109,-41.62796532,cy82-CD45-pos-2-H12-S576-comb,malignant,malignant,CY88CD45POS_7_G03_S267_comb,B,B
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_D02_S998_comb,54.14009176,-45.56259648,cy53-1-CD45-pos-2-H06-S1050-comb,undefined,undefined,CY88CD45POS_2_B07_S403_comb,Macrophage,Macrophage
cy88_cd_45_pos_B11_S407_comb,52.12552655,-71.6030761,cy53-1-CD45-pos-2-F05-S1025-comb,T,T,CY88CD45_150813_D03_S327_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_4_D10_S46_comb,-44.27212672,-9.647185989,cy72-CD45-pos-H12-S960-comb,undefined,undefined,CY94CD45POS_1_F06_S162_comb,undefined,undefined
cy60_1_cd_45_pos_3_H10_S382_comb,57.59248985,-53.12950507,cy74-CD45-pos-D09-S717-comb,T,T,CY88CD45_150813_E02_S338_comb,Macrophage,Macrophage
cy60_1_cd_45_pos_HC_pos_HLDAR_pos_H06_S1050_comb,50.09922588,-43.73395604,cy53-1-CD45-neg-E04-S340-comb,malignant,malignant,CY94CD45POS_1_H03_S183_comb,B,B
cy88_cd_45_pos_H11_S479_comb,-47.99158221,6.417298372,cy72-CD45-pos-D03-S903-comb,T,T,CY88CD45POS_7_C05_S221_comb,B,B
